id,year,region,female,age,edu,married,child,norm_trad,wage,income,housework,reform_year,policy,target_mother,child_exp,savings,leisure,negotiate,satisfaction,self,ask
423,2023,10,0,41,15,1,1,3,1303.0,2305345.0,67.0,2021,1,1,117043.0,48525.0,205.0,1,5,0,29383.0
424,2022,1,1,42,18,1,0,3,1311.0,2894485.0,122.0,2021,1,0,126934.0,94854.0,210.0,0,5,1,37702.0
425,2020,6,1,39,13,0,0,5,1041.0,2309276.0,193.0,2021,0,0,95508.0,99591.0,228.0,0,7,0,22488.0
426,2019,10,0,69,15,0,1,3,1528.0,3309577.0,85.0,2021,0,0,135400.0,111395.0,188.0,1,6,1,21003.0
427,2024,6,1,50,15,0,0,5,1331.0,2218601.0,171.0,2021,1,1,46005.0,38865.0,180.0,0,5,0,32660.0
428,2023,6,1,39,13,0,1,3,750.0,2169582.0,164.0,2021,1,0,119115.0,77443.0,174.0,0,7,0,23624.0
429,2018,4,1,49,16,0,0,4,1353.0,2435637.0,178.0,2021,0,0,85906.0,62003.0,184.0,0,6,0,30815.0
430,2023,2,1,33,16,1,0,1,1152.0,2387653.0,69.0,2021,1,1,127017.0,89230.0,246.0,0,6,1,35789.0
431,2018,6,1,61,15,1,0,1,1281.0,1786883.0,47.0,2021,0,1,89583.0,65080.0,246.0,1,5,0,17809.0
432,2023,9,0,37,13,1,0,4,1036.0,2437182.0,15.0,2021,1,0,88610.0,33936.0,259.0,0,8,0,37617.0
433,2023,1,0,50,13,0,0,4,1208.0,2044194.0,43.0,2021,1,1,116121.0,65983.0,243.0,1,6,0,36208.0
434,2018,9,0,56,11,0,0,5,968.0,1974789.0,28.0,2021,0,0,84239.0,73621.0,238.0,0,6,0,21312.0
435,2021,5,0,48,12,0,0,2,1116.0,2126357.0,28.0,2021,1,0,95514.0,55084.0,262.0,1,7,0,25055.0
436,2018,6,1,45,13,1,0,5,749.0,1688668.0,234.0,2021,0,1,65651.0,40354.0,176.0,0,6,0,27116.0
437,2021,2,1,44,12,1,0,2,1254.0,2484343.0,80.0,2021,1,1,153041.0,33610.0,233.0,0,7,0,32927.0
438,2024,7,0,43,15,0,1,4,1557.0,3375900.0,76.0,2021,1,0,130325.0,89558.0,235.0,0,7,1,30967.0
439,2018,2,1,38,17,0,0,4,1376.0,2377354.0,219.0,2021,0,0,85141.0,64140.0,181.0,1,5,1,22259.0
440,2020,3,0,39,12,1,1,5,1083.0,1651801.0,101.0,2021,0,0,54880.0,18748.0,219.0,0,6,0,40112.0
441,2024,8,0,60,15,1,0,3,1446.0,3137278.0,36.0,2021,1,0,139973.0,68577.0,269.0,1,6,0,40397.0
442,2020,1,1,43,12,1,0,2,896.0,1458297.0,110.0,2021,0,0,51487.0,44565.0,245.0,0,8,1,23301.0
443,2018,5,1,35,13,0,0,1,748.0,800000.0,99.0,2021,0,0,31249.0,15710.0,238.0,0,4,1,23735.0
444,2021,6,1,38,12,1,1,5,700.0,1178878.0,264.0,2021,1,1,65337.0,36136.0,153.0,0,4,1,22328.0
445,2021,2,1,56,15,1,1,4,1283.0,2881066.0,183.0,2021,1,1,139405.0,31623.0,180.0,0,4,1,33076.0
446,2022,3,1,51,13,0,0,4,700.0,1211741.0,147.0,2021,1,1,30142.0,65922.0,204.0,0,5,0,11682.0
447,2020,4,1,50,16,1,1,5,1555.0,2162658.0,188.0,2021,0,1,47612.0,49603.0,130.0,0,4,0,33645.0
448,2024,7,0,41,13,1,0,4,1183.0,2187572.0,56.0,2021,1,0,100008.0,32566.0,253.0,0,6,1,25901.0
449,2021,10,0,50,13,1,0,1,1122.0,2854216.0,0.0,2021,1,1,71059.0,15971.0,264.0,0,7,1,27051.0
450,2020,9,0,37,11,0,0,3,700.0,1034352.0,33.0,2021,0,0,67556.0,55328.0,263.0,0,5,1,26025.0
451,2024,2,1,41,15,1,1,1,1006.0,2158062.0,95.0,2021,1,0,149495.0,67939.0,210.0,0,5,0,20720.0
452,2024,1,1,55,16,1,1,2,1287.0,3268096.0,171.0,2021,1,1,152278.0,82497.0,197.0,0,7,0,26775.0
453,2021,1,1,54,15,1,0,2,1556.0,3448545.0,101.0,2021,1,1,177186.0,106471.0,210.0,1,4,1,28470.0
454,2018,6,1,33,19,0,0,1,1187.0,2647476.0,98.0,2021,0,0,107055.0,83889.0,205.0,0,5,1,35196.0
455,2022,2,0,35,17,0,1,1,1753.0,1949123.0,19.0,2021,1,1,150200.0,50260.0,184.0,0,6,0,45123.0
456,2021,3,1,45,13,1,1,5,873.0,2868162.0,225.0,2021,1,0,118980.0,64271.0,164.0,0,5,0,35118.0
457,2019,9,1,63,13,1,0,4,1066.0,2487000.0,136.0,2021,0,0,37923.0,52563.0,198.0,0,6,0,26142.0
458,2022,9,0,23,15,1,0,2,1335.0,3883738.0,26.0,2021,1,0,150933.0,99935.0,235.0,1,8,1,37533.0
459,2023,9,1,47,12,0,1,5,818.0,1261237.0,277.0,2021,1,1,123842.0,61959.0,144.0,0,3,0,27841.0
460,2018,3,1,29,17,0,1,3,1060.0,1206275.0,193.0,2021,0,1,83594.0,27862.0,160.0,0,4,0,36450.0
461,2023,7,1,37,15,0,0,3,1369.0,2467809.0,137.0,2021,1,1,92490.0,93839.0,186.0,1,5,0,33744.0
462,2018,7,0,40,15,1,1,4,1279.0,2594514.0,163.0,2021,0,1,127031.0,66100.0,224.0,0,5,1,29593.0
463,2023,2,0,39,16,0,1,3,1738.0,3635232.0,52.0,2021,1,1,188511.0,88080.0,216.0,0,8,1,31388.0
464,2020,6,1,38,18,0,0,4,1140.0,2589464.0,195.0,2021,0,0,98491.0,116702.0,172.0,0,3,1,24010.0
465,2018,6,0,44,14,1,0,5,1372.0,2675953.0,23.0,2021,0,1,169318.0,101878.0,240.0,1,5,0,34802.0
466,2024,4,0,38,14,1,1,3,1259.0,2575846.0,69.0,2021,1,1,114219.0,95446.0,208.0,0,4,0,31263.0
467,2019,8,0,28,17,1,0,2,1414.0,3056560.0,3.0,2021,0,1,147042.0,55584.0,256.0,1,8,1,33247.0
468,2022,7,1,53,16,0,1,5,1313.0,2415236.0,228.0,2021,1,1,140582.0,102533.0,179.0,0,4,0,37319.0
469,2019,6,1,52,13,0,1,3,856.0,1550809.0,171.0,2021,0,1,64783.0,35207.0,174.0,1,4,0,25157.0
470,2024,8,0,53,14,0,0,4,1246.0,2761367.0,45.0,2021,1,0,98037.0,63223.0,278.0,1,4,1,24981.0
471,2023,8,1,27,14,0,0,3,870.0,2195889.0,167.0,2021,1,1,121309.0,8414.0,194.0,0,5,0,26101.0
472,2023,6,0,47,15,1,0,2,1390.0,3293983.0,23.0,2021,1,0,135909.0,86058.0,260.0,0,8,0,39024.0
473,2021,3,0,51,11,1,0,2,939.0,1856085.0,45.0,2021,1,1,97415.0,26288.0,263.0,1,6,1,17649.0
474,2021,8,1,33,11,1,1,2,700.0,800000.0,165.0,2021,1,1,29101.0,37482.0,209.0,0,5,0,24256.0
475,2022,8,0,44,12,0,0,2,730.0,1239897.0,0.0,2021,1,1,83796.0,12244.0,284.0,1,4,1,22567.0
476,2023,10,0,43,12,0,0,1,700.0,881010.0,10.0,2021,1,0,55018.0,70170.0,252.0,0,5,0,19035.0
477,2023,2,0,64,13,1,1,2,1563.0,3178537.0,68.0,2021,1,0,144651.0,82705.0,211.0,0,6,0,31670.0
478,2018,5,1,65,15,1,0,4,1156.0,1995255.0,182.0,2021,0,1,88856.0,102062.0,152.0,1,3,0,21730.0
479,2022,10,0,26,14,0,1,5,1117.0,2180230.0,127.0,2021,1,0,96078.0,28098.0,187.0,1,6,0,30828.0
480,2018,6,0,69,14,0,0,5,1294.0,1809562.0,56.0,2021,0,1,58537.0,82273.0,260.0,0,7,1,22752.0
481,2020,10,0,34,11,0,0,1,860.0,907641.0,21.0,2021,0,0,40720.0,0.0,269.0,0,5,1,29435.0
482,2023,1,0,55,13,1,1,5,1266.0,3320146.0,69.0,2021,1,0,134600.0,77981.0,209.0,1,7,0,29908.0
483,2019,1,0,55,15,0,0,2,1375.0,1990171.0,45.0,2021,0,1,139169.0,37908.0,275.0,0,6,1,29519.0
484,2023,8,1,33,15,0,1,3,700.0,1440166.0,163.0,2021,1,1,110203.0,24948.0,171.0,1,6,0,34163.0
485,2021,4,1,49,12,0,0,3,917.0,2127857.0,133.0,2021,1,1,69263.0,43194.0,201.0,0,8,1,15779.0
486,2019,6,1,43,14,0,1,3,1050.0,2527152.0,168.0,2021,0,1,167358.0,36419.0,168.0,0,4,1,21214.0
487,2020,5,1,50,19,0,1,2,1888.0,3975824.0,158.0,2021,0,1,161332.0,57803.0,159.0,0,7,0,33505.0
488,2021,5,1,47,14,0,0,3,1478.0,2811833.0,126.0,2021,1,0,111151.0,58503.0,227.0,0,7,0,41637.0
489,2023,10,0,57,12,0,0,5,844.0,1881202.0,42.0,2021,1,1,107277.0,53177.0,250.0,0,5,0,36277.0
490,2022,1,1,45,14,1,1,3,1004.0,2923744.0,181.0,2021,1,0,83081.0,96576.0,193.0,1,5,0,18998.0
491,2024,8,0,42,14,1,0,5,898.0,2078911.0,0.0,2021,1,1,85836.0,61076.0,253.0,0,5,1,22085.0
492,2024,9,0,56,14,0,1,5,1508.0,1975799.0,76.0,2021,1,1,91820.0,72180.0,207.0,1,5,0,34499.0
493,2023,7,1,50,14,0,0,4,1294.0,2064933.0,137.0,2021,1,1,96400.0,20779.0,173.0,0,5,0,28246.0
494,2022,4,0,52,11,1,1,1,1117.0,2788785.0,89.0,2021,1,1,148859.0,53250.0,211.0,0,6,0,26382.0
495,2020,2,0,37,12,1,1,5,1240.0,2348452.0,80.0,2021,0,1,108264.0,68611.0,209.0,1,7,1,27294.0
496,2020,7,0,33,14,0,0,2,1398.0,3326453.0,23.0,2021,0,0,128335.0,86079.0,232.0,0,4,0,35425.0
497,2018,5,1,38,14,0,0,4,1339.0,2378610.0,165.0,2021,0,1,119880.0,40626.0,200.0,0,4,1,22224.0
498,2020,2,0,37,13,0,0,1,1498.0,2739024.0,14.0,2021,0,0,118403.0,87330.0,250.0,0,7,0,33936.0
499,2024,4,0,53,14,1,0,1,1382.0,3299972.0,19.0,2021,1,0,133535.0,67311.0,285.0,0,7,1,25123.0
500,2020,10,0,55,14,0,0,5,1174.0,2021775.0,63.0,2021,0,1,84459.0,35334.0,219.0,0,4,0,28269.0
501,2018,3,0,42,16,0,0,1,1460.0,2716139.0,18.0,2021,0,1,155962.0,77036.0,260.0,1,7,0,25579.0
502,2022,2,0,60,14,1,0,5,1655.0,3678562.0,50.0,2021,1,1,152067.0,86707.0,223.0,0,8,0,33123.0
503,2024,7,1,59,15,1,0,4,1211.0,1693665.0,141.0,2021,1,1,65417.0,40869.0,211.0,0,5,0,28274.0
504,2024,2,0,47,13,0,0,2,1287.0,2173951.0,8.0,2021,1,1,52363.0,44228.0,262.0,1,5,0,36331.0
505,2019,10,1,35,15,1,0,3,1261.0,2934377.0,142.0,2021,0,0,76855.0,47152.0,206.0,0,7,1,28654.0
506,2021,9,0,61,15,0,0,1,1644.0,2992000.0,37.0,2021,1,1,117044.0,64134.0,247.0,0,8,0,37375.0
507,2021,10,1,43,16,0,0,3,1050.0,2623667.0,104.0,2021,1,1,108119.0,88674.0,230.0,0,5,0,31765.0
508,2019,10,1,45,16,0,0,1,1150.0,1282038.0,107.0,2021,0,0,45981.0,43021.0,214.0,1,5,1,17525.0
509,2019,3,0,40,15,1,0,2,1293.0,1732399.0,56.0,2021,0,1,84413.0,67737.0,256.0,0,7,1,20148.0
510,2019,3,1,34,14,0,0,5,1061.0,2294643.0,216.0,2021,0,0,76100.0,69246.0,179.0,0,5,0,26498.0
511,2024,4,0,28,15,1,0,3,1135.0,2725904.0,52.0,2021,1,0,84544.0,54049.0,240.0,1,4,1,32221.0
512,2023,5,1,51,16,0,0,1,1698.0,2959775.0,104.0,2021,1,1,142908.0,34914.0,230.0,0,6,0,38171.0
513,2023,9,0,35,13,1,0,5,1104.0,2437397.0,116.0,2021,1,0,131544.0,41357.0,223.0,1,4,0,23656.0
514,2023,8,0,69,13,0,0,4,1358.0,2817003.0,45.0,2021,1,0,82916.0,54573.0,256.0,0,5,0,29938.0
515,2024,7,1,32,14,0,0,2,1320.0,1969068.0,88.0,2021,1,0,92010.0,34913.0,235.0,0,4,1,27037.0
516,2018,9,0,30,15,1,1,4,1078.0,2016976.0,45.0,2021,0,0,50969.0,67922.0,228.0,1,7,1,34654.0
517,2024,7,1,50,12,1,0,3,935.0,2027863.0,184.0,2021,1,0,46112.0,80410.0,200.0,0,4,0,30288.0
518,2018,4,0,61,14,0,1,1,1122.0,2651644.0,103.0,2021,0,1,111088.0,107694.0,180.0,0,6,1,25900.0
519,2021,5,0,45,14,1,1,5,1272.0,2136622.0,68.0,2021,1,1,140155.0,32931.0,186.0,0,6,0,31420.0
520,2022,6,0,50,9,1,0,4,700.0,1411026.0,35.0,2021,1,0,41918.0,76364.0,218.0,1,6,1,20657.0
521,2020,1,1,24,14,0,0,2,1076.0,1814682.0,106.0,2021,0,0,58111.0,83302.0,255.0,0,6,1,29108.0
522,2019,8,1,37,14,0,0,2,1086.0,2163780.0,145.0,2021,0,0,91634.0,50166.0,169.0,1,5,1,36576.0
523,2019,7,0,32,14,0,1,5,1093.0,2143051.0,59.0,2021,0,1,103934.0,59279.0,236.0,0,6,1,28761.0
524,2023,8,0,23,17,0,0,1,1288.0,2045458.0,0.0,2021,1,0,68963.0,81205.0,245.0,0,5,0,42492.0
525,2020,6,1,45,11,0,0,1,882.0,2211883.0,142.0,2021,0,1,142071.0,54941.0,232.0,1,5,0,18460.0
526,2020,8,1,20,12,0,0,1,700.0,990371.0,96.0,2021,0,1,43029.0,28807.0,187.0,1,5,0,20974.0
527,2024,10,1,29,9,0,0,5,700.0,1113952.0,203.0,2021,1,1,60828.0,20478.0,185.0,0,4,0,5985.0
528,2019,6,0,38,13,0,0,5,1129.0,1236451.0,56.0,2021,0,1,43231.0,0.0,267.0,1,6,1,28998.0
529,2024,5,1,35,13,1,1,2,702.0,1336787.0,156.0,2021,1,1,99787.0,40786.0,203.0,0,6,1,25505.0
530,2024,2,1,48,13,1,1,5,1339.0,3098238.0,184.0,2021,1,1,176312.0,58848.0,175.0,0,6,0,14658.0
531,2022,8,0,47,16,0,1,4,1069.0,2264501.0,62.0,2021,1,1,157849.0,28632.0,178.0,1,4,1,32220.0
532,2019,10,1,54,16,1,0,3,1230.0,2763758.0,143.0,2021,0,1,87675.0,76563.0,186.0,0,3,1,33525.0
533,2019,7,0,52,14,0,1,3,1054.0,2352691.0,18.0,2021,0,1,137864.0,21125.0,254.0,0,5,1,31823.0
534,2019,9,1,57,13,1,1,4,1278.0,3774257.0,188.0,2021,0,1,173841.0,99219.0,163.0,1,4,0,22805.0
535,2022,9,0,44,16,1,1,1,1114.0,2061271.0,50.0,2021,1,1,138508.0,58865.0,216.0,0,5,1,36179.0
536,2019,8,0,47,14,1,1,3,913.0,1263688.0,67.0,2021,0,0,69932.0,22470.0,217.0,1,6,1,27186.0
537,2021,6,0,50,12,0,0,4,1019.0,1308924.0,39.0,2021,1,1,60136.0,37786.0,223.0,0,6,0,30336.0
538,2018,1,1,46,10,0,1,1,700.0,1088174.0,93.0,2021,0,1,94479.0,1579.0,210.0,0,7,0,21645.0
539,2021,1,0,40,13,1,0,3,826.0,1249637.0,0.0,2021,1,1,86605.0,54500.0,252.0,0,6,1,27346.0
540,2018,3,0,40,16,1,1,2,1404.0,3004030.0,71.0,2021,0,1,177284.0,70203.0,215.0,0,8,0,42095.0
541,2022,5,1,35,19,1,1,4,1144.0,3115527.0,188.0,2021,1,1,151007.0,80571.0,169.0,1,6,1,30816.0
542,2018,8,1,49,14,0,1,1,895.0,2560830.0,84.0,2021,0,0,119956.0,68258.0,177.0,0,7,1,27055.0
543,2019,5,1,43,12,1,0,2,887.0,2098754.0,116.0,2021,0,1,26960.0,39842.0,212.0,1,5,1,29769.0
544,2019,1,0,37,11,0,1,2,1063.0,3164036.0,60.0,2021,0,1,103460.0,35861.0,226.0,1,5,1,24231.0
545,2023,3,0,37,15,1,0,5,1445.0,2672813.0,49.0,2021,1,0,95692.0,87517.0,250.0,1,6,1,26898.0
546,2018,10,0,31,10,1,1,3,972.0,1363340.0,21.0,2021,0,1,48190.0,48419.0,228.0,0,6,0,27976.0
547,2021,10,0,55,15,0,0,5,1290.0,2848589.0,78.0,2021,1,1,139054.0,58194.0,249.0,0,5,1,40709.0
548,2022,4,0,45,16,1,1,4,975.0,1265703.0,52.0,2021,1,1,48549.0,41314.0,213.0,0,4,0,38883.0
549,2021,9,1,35,15,1,0,2,1119.0,1886698.0,116.0,2021,1,0,70502.0,83909.0,230.0,0,6,1,32480.0
550,2022,8,1,53,14,0,0,4,1371.0,2727856.0,146.0,2021,1,1,102924.0,91609.0,200.0,0,4,1,14245.0
551,2023,10,0,38,15,1,1,2,1437.0,2965409.0,57.0,2021,1,1,175908.0,53888.0,232.0,0,4,0,30755.0
552,2020,9,1,29,14,0,0,4,1016.0,1733324.0,195.0,2021,0,0,55460.0,13914.0,197.0,0,3,0,25052.0
553,2023,7,0,55,12,1,0,1,907.0,1292205.0,42.0,2021,1,0,73537.0,9865.0,235.0,0,5,1,24939.0
554,2020,4,0,38,18,0,1,1,1435.0,2757599.0,87.0,2021,0,0,134409.0,54294.0,178.0,0,4,1,47280.0
555,2024,7,1,40,13,0,1,4,1319.0,3056031.0,204.0,2021,1,1,166543.0,99292.0,183.0,0,5,0,23907.0
556,2021,4,0,44,16,1,0,5,1150.0,2329984.0,71.0,2021,1,0,114805.0,43574.0,222.0,1,6,1,45353.0
557,2023,4,1,57,9,0,1,1,700.0,1024887.0,73.0,2021,1,1,77035.0,13379.0,211.0,0,6,0,18906.0
558,2024,7,0,44,17,0,0,5,1625.0,2301231.0,53.0,2021,1,0,50136.0,45453.0,284.0,0,5,0,34249.0
559,2023,6,0,31,17,0,0,2,1204.0,1762403.0,31.0,2021,1,0,72891.0,36550.0,264.0,0,4,1,38711.0
560,2023,6,0,50,14,0,0,1,942.0,1891767.0,60.0,2021,1,1,89713.0,50588.0,268.0,1,5,0,33966.0
561,2021,4,1,39,15,0,1,1,1430.0,2925801.0,105.0,2021,1,1,151553.0,36355.0,189.0,1,6,1,35800.0
562,2018,5,1,65,15,0,0,1,1446.0,2202546.0,95.0,2021,0,0,73650.0,79907.0,246.0,0,7,0,31243.0
563,2021,1,1,44,13,1,0,3,912.0,800000.0,146.0,2021,1,0,68523.0,31314.0,219.0,0,5,0,29932.0
564,2019,7,1,20,15,0,1,2,805.0,1839006.0,173.0,2021,0,1,97706.0,97321.0,181.0,0,6,0,22649.0
565,2024,6,1,48,12,0,0,5,1212.0,1732746.0,189.0,2021,1,0,49634.0,20836.0,230.0,0,7,0,22737.0
566,2019,10,1,65,13,1,0,3,1073.0,2525931.0,161.0,2021,0,1,86952.0,97496.0,199.0,0,5,0,27961.0
567,2019,6,0,61,16,0,0,1,1633.0,2561345.0,0.0,2021,0,1,152861.0,93836.0,260.0,0,8,1,31810.0
568,2019,5,1,64,16,1,1,3,1598.0,2812450.0,130.0,2021,0,1,143045.0,53192.0,173.0,1,5,1,39896.0
569,2022,1,1,33,12,0,1,3,741.0,1590386.0,113.0,2021,1,0,111875.0,29116.0,211.0,1,6,1,16741.0
570,2021,2,0,54,12,1,0,4,1220.0,3624850.0,73.0,2021,1,1,119830.0,65228.0,224.0,0,7,1,26477.0
571,2024,4,0,36,13,0,0,1,1378.0,2854915.0,46.0,2021,1,0,99701.0,50082.0,262.0,0,4,0,26299.0
572,2020,4,0,46,16,1,0,4,1681.0,3343910.0,75.0,2021,0,1,110001.0,78865.0,204.0,0,5,1,43436.0
573,2019,4,0,30,12,1,1,2,700.0,1869426.0,50.0,2021,0,0,103040.0,43844.0,227.0,0,4,0,19603.0
574,2018,4,0,37,15,0,0,1,1382.0,1612042.0,15.0,2021,0,0,67071.0,8989.0,243.0,1,4,1,39872.0
575,2018,8,0,37,16,0,1,2,1288.0,1937230.0,64.0,2021,0,1,88566.0,95202.0,226.0,0,7,1,39691.0
576,2020,2,0,54,14,0,0,5,1286.0,1059336.0,97.0,2021,0,1,37975.0,27477.0,226.0,1,8,1,28184.0
577,2024,4,0,53,16,0,0,3,1507.0,3577537.0,87.0,2021,1,1,124363.0,85994.0,220.0,0,6,0,36648.0
578,2021,2,1,47,13,1,1,2,967.0,2934293.0,164.0,2021,1,1,140204.0,57409.0,181.0,1,6,1,21428.0
579,2024,4,1,29,14,0,1,4,931.0,2052209.0,204.0,2021,1,0,129658.0,41170.0,148.0,0,6,1,27184.0
580,2018,7,1,41,12,1,1,5,754.0,1854758.0,255.0,2021,0,1,55088.0,35222.0,161.0,0,5,1,17973.0
581,2018,1,1,36,16,0,0,3,1083.0,1173605.0,134.0,2021,0,1,59738.0,35408.0,194.0,0,5,0,29725.0
582,2023,4,0,54,12,1,1,5,1133.0,2359750.0,81.0,2021,1,0,147094.0,53874.0,202.0,0,5,1,27207.0
583,2018,1,1,57,15,1,0,5,1036.0,3010996.0,189.0,2021,0,1,110805.0,89927.0,200.0,1,6,0,19867.0
584,2018,10,1,56,14,0,0,2,1386.0,2560508.0,90.0,2021,0,1,91396.0,68209.0,258.0,1,7,1,29205.0
585,2020,8,1,36,12,0,0,3,933.0,1397077.0,136.0,2021,0,1,82003.0,55436.0,212.0,1,6,1,26028.0
586,2024,3,0,20,13,1,0,1,1273.0,1662365.0,1.0,2021,1,1,57577.0,46031.0,255.0,1,6,0,31358.0
587,2022,2,1,25,17,0,0,2,1369.0,3154353.0,140.0,2021,1,0,126835.0,80175.0,216.0,0,6,0,42600.0
588,2018,1,0,60,14,0,0,2,1198.0,2121358.0,51.0,2021,0,1,63251.0,49118.0,205.0,1,4,0,28716.0
589,2023,5,0,40,12,1,0,2,1429.0,1943833.0,73.0,2021,1,0,38282.0,73945.0,213.0,1,7,1,27134.0
590,2023,8,1,36,15,0,0,1,980.0,1301867.0,47.0,2021,1,1,65766.0,45135.0,237.0,1,4,0,24496.0
591,2023,6,0,62,14,1,0,3,1195.0,1762231.0,93.0,2021,1,0,42093.0,44767.0,215.0,0,6,0,28516.0
592,2024,9,1,58,20,1,0,4,1716.0,3272928.0,127.0,2021,1,1,133261.0,79825.0,197.0,0,7,0,54555.0
593,2019,4,1,44,15,0,1,3,963.0,2017069.0,140.0,2021,0,1,126473.0,43938.0,201.0,0,4,1,27683.0
594,2024,3,0,41,13,1,0,1,1204.0,2165591.0,13.0,2021,1,1,146152.0,56982.0,260.0,0,5,1,25327.0
595,2020,5,0,43,17,1,1,1,1636.0,3763323.0,92.0,2021,0,1,167055.0,80027.0,205.0,0,9,1,31923.0
596,2023,3,1,46,10,0,0,1,954.0,1756601.0,94.0,2021,1,1,110961.0,34838.0,215.0,0,5,0,15349.0
597,2022,10,0,62,14,1,1,4,1439.0,3551356.0,77.0,2021,1,1,171272.0,94855.0,209.0,1,5,0,28408.0
598,2023,2,1,49,18,0,0,4,1856.0,3162203.0,146.0,2021,1,0,113099.0,93462.0,218.0,0,7,1,42515.0
599,2022,5,0,52,14,0,0,4,1325.0,3907663.0,19.0,2021,1,1,107649.0,130398.0,249.0,0,6,1,28688.0
600,2022,6,0,57,10,1,0,2,722.0,1267356.0,65.0,2021,1,0,102020.0,25067.0,245.0,0,3,1,14671.0
601,2022,1,0,31,13,0,1,3,1423.0,2289735.0,95.0,2021,1,1,90913.0,67456.0,187.0,0,6,1,25941.0
602,2023,5,0,52,17,1,0,2,1310.0,2094850.0,71.0,2021,1,0,124889.0,12896.0,237.0,0,5,0,39597.0
603,2023,5,1,41,15,0,0,1,962.0,1626130.0,98.0,2021,1,0,87335.0,62762.0,246.0,0,6,1,26732.0
604,2018,3,0,20,12,1,0,4,972.0,1139832.0,0.0,2021,0,1,25494.0,2752.0,282.0,0,5,1,21557.0
605,2023,2,0,21,12,0,0,4,1406.0,2678081.0,22.0,2021,1,0,113533.0,44906.0,276.0,0,7,1,27810.0
606,2021,1,0,33,13,1,0,5,1089.0,1257548.0,73.0,2021,1,0,109337.0,45460.0,240.0,0,6,1,40925.0
607,2020,1,1,50,15,0,0,2,1357.0,2523435.0,105.0,2021,0,0,141712.0,48796.0,224.0,0,3,0,41688.0
608,2021,5,1,45,17,1,1,5,1044.0,1633574.0,208.0,2021,1,1,81357.0,28488.0,164.0,0,5,1,36852.0
609,2024,1,1,46,16,1,0,2,1143.0,2116753.0,86.0,2021,1,0,73287.0,50169.0,207.0,0,5,0,22917.0
610,2024,10,1,65,15,1,0,5,900.0,2172270.0,216.0,2021,1,1,97535.0,77997.0,170.0,0,6,0,27093.0
611,2023,3,1,30,11,0,1,2,850.0,2862019.0,155.0,2021,1,1,138033.0,42717.0,178.0,1,6,0,20631.0
612,2021,7,1,44,11,0,0,3,700.0,800000.0,153.0,2021,1,1,76993.0,26809.0,205.0,0,6,1,21863.0
613,2023,7,0,47,15,1,0,1,1083.0,2124241.0,13.0,2021,1,1,116838.0,47154.0,281.0,1,5,0,37389.0
614,2020,5,1,36,11,1,0,2,961.0,1617921.0,118.0,2021,0,0,29321.0,62396.0,242.0,1,5,0,27569.0
615,2022,9,0,44,14,1,0,3,1353.0,2250465.0,12.0,2021,1,0,102233.0,76664.0,243.0,1,6,1,26295.0
616,2022,2,0,26,15,0,0,2,1355.0,2081513.0,34.0,2021,1,1,92376.0,14254.0,263.0,0,6,0,29784.0
617,2019,3,0,60,11,0,1,5,1132.0,2629633.0,28.0,2021,0,1,120965.0,81585.0,217.0,0,8,1,29443.0
618,2019,3,1,37,12,0,0,1,929.0,1428172.0,49.0,2021,0,0,71210.0,27127.0,255.0,0,6,1,27610.0
619,2018,2,1,66,14,0,0,3,1365.0,3581656.0,132.0,2021,0,0,165326.0,88832.0,228.0,0,5,1,29696.0
620,2018,3,0,44,15,1,0,1,1057.0,2360590.0,88.0,2021,0,0,122065.0,38556.0,252.0,0,5,0,31549.0
621,2021,4,0,55,16,1,0,2,1573.0,2576395.0,0.0,2021,1,1,95430.0,72693.0,251.0,0,7,1,36431.0
622,2021,8,1,43,15,0,0,5,1236.0,2041447.0,161.0,2021,1,1,88985.0,108959.0,222.0,0,5,1,29175.0
623,2019,4,0,44,14,1,0,5,1406.0,2379877.0,66.0,2021,0,0,82083.0,62395.0,203.0,0,5,1,36356.0
624,2020,9,0,38,12,0,1,2,1023.0,2421434.0,111.0,2021,0,1,75704.0,44312.0,219.0,0,7,1,29611.0
625,2022,8,0,45,12,1,0,2,828.0,921010.0,42.0,2021,1,0,46501.0,26313.0,245.0,0,4,1,24022.0
626,2019,10,1,47,13,1,0,1,1093.0,1546924.0,106.0,2021,0,0,115261.0,10620.0,223.0,1,3,0,29636.0
627,2020,2,1,35,15,0,0,5,1298.0,2040627.0,184.0,2021,0,0,38621.0,84690.0,159.0,1,4,1,27656.0
628,2020,10,1,43,15,1,1,5,1018.0,2603873.0,209.0,2021,0,1,118534.0,64961.0,155.0,0,5,0,24498.0
629,2021,7,0,37,9,0,0,3,720.0,1912530.0,47.0,2021,1,0,77535.0,28175.0,268.0,0,6,0,15442.0
630,2020,10,1,69,12,1,1,1,897.0,2734871.0,102.0,2021,0,1,135914.0,38338.0,192.0,0,4,0,30034.0
631,2023,4,1,43,17,1,0,1,1499.0,3213101.0,106.0,2021,1,1,112390.0,83098.0,246.0,1,7,0,34513.0
632,2020,10,0,61,14,1,0,4,1018.0,2040955.0,13.0,2021,0,1,45806.0,73323.0,256.0,0,6,1,33064.0
633,2021,6,1,42,11,1,1,4,700.0,2087313.0,218.0,2021,1,1,75591.0,28924.0,188.0,0,5,0,21492.0
634,2020,1,1,47,19,1,0,1,1420.0,2233750.0,89.0,2021,0,1,126455.0,81170.0,232.0,0,6,1,41518.0
