ahe,year,bachelor,female,age,age_bachelor
19.23077,2008,1,1,30,30
16.82692,2008,1,1,28,28
16.82692,2008,1,0,29,29
22.11539,2008,1,0,33,33
42.86859,2008,0,0,25,0
20.19231,2008,1,0,29,29
28.1339,2008,0,0,25,0
13.94231,2008,0,1,31,0
7.211538,2008,0,0,32,0
8.854167,2008,1,0,32,32
6.730769,2008,0,0,30,0
23.55769,2008,1,0,27,27
27.77778,2008,1,1,26,26
25.96154,2008,1,0,25,25
19.71154,2008,1,1,31,31
9.134615,2008,0,0,31,0
3.846154,2008,0,1,31,0
4.048583,2008,0,1,27,0
12.83654,2008,1,0,31,31
19.23077,2008,0,0,31,0
8.653846,2008,0,1,25,0
24.58791,2008,1,0,34,34
17.30769,2008,0,0,34,0
16.48352,2008,0,1,26,0
15.38461,2008,0,1,29,0
15,2008,0,0,31,0
27.47253,2008,0,0,30,0
14.42308,2008,1,0,26,26
33.65385,2008,1,0,33,33
12.01923,2008,0,0,32,0
14.10256,2008,1,1,28,28
11.21795,2008,0,0,31,0
11.09467,2008,1,1,32,32
10.03365,2008,0,0,28,0
4.567307,2008,0,0,25,0
32.5,2008,0,0,30,0
23.31731,2008,1,0,33,33
8.653846,2008,0,0,25,0
29.56731,2008,0,0,26,0
31.83676,2008,1,0,34,34
58.89423,2008,1,0,32,32
5.91716,2008,0,1,29,0
28.84615,2008,1,0,31,31
9.134615,2008,1,1,31,31
17.75148,2008,0,0,34,0
14.42308,2008,1,1,31,31
21.63461,2008,0,0,32,0
13.22115,2008,0,0,33,0
21.63461,2008,0,0,29,0
5.480769,2008,1,1,34,34
6.25,2008,0,1,25,0
6.25,2008,0,0,30,0
13.70192,2008,1,0,26,26
19.23077,2008,0,0,34,0
12.01923,2008,0,0,30,0
7.693269,2008,0,0,30,0
6.25,2008,0,0,25,0
8.653846,2008,0,1,27,0
10,2008,0,0,31,0
11.53846,2008,0,0,30,0
14.42308,2008,0,0,30,0
11.29808,2008,0,0,25,0
13.22115,2008,0,0,32,0
7.211538,2008,0,0,27,0
8.653846,2008,0,1,29,0
16.82692,2008,0,0,25,0
22.11539,2008,1,0,30,30
9.615385,2008,0,0,25,0
8.653846,2008,0,0,34,0
21.15385,2008,1,0,26,26
15.38461,2008,1,1,34,34
23.31731,2008,1,0,26,26
14.5,2008,1,0,26,26
55.23732,2008,1,0,32,32
19.23077,2008,1,1,27,27
25.48077,2008,1,0,26,26
31.25,2008,1,0,33,33
35.57692,2008,1,1,31,31
6,2008,0,1,28,0
57.69231,2008,1,1,28,28
13.73626,2008,0,0,29,0
23.31731,2008,1,1,31,31
5.769231,2008,0,0,25,0
15.86539,2008,1,1,30,30
15.38461,2008,0,1,32,0
20.67308,2008,1,1,31,31
16.82692,2008,1,1,27,27
42.73504,2008,1,1,34,34
19.23077,2008,1,1,31,31
9.615385,2008,0,1,31,0
11.05769,2008,1,1,32,32
34.80769,2008,1,0,33,33
4.945055,2008,0,1,26,0
9.615385,2008,0,0,34,0
15.38461,2008,1,1,34,34
43.26923,2008,1,0,27,27
23.07692,2008,0,0,32,0
12.23776,2008,0,0,26,0
19.22704,2008,1,1,28,28
11.53846,2008,0,0,28,0
9.615385,2008,1,1,26,26
15.73427,2008,1,0,27,27
13.46154,2008,0,1,32,0
19.71154,2008,1,1,28,28
19.23077,2008,1,1,27,27
14.42308,2008,0,0,25,0
19.23077,2008,0,0,28,0
19.5,2008,1,0,29,29
13.18182,2008,1,1,30,30
9.615385,2008,0,0,27,0
9.615385,2008,0,1,26,0
12.63736,2008,0,0,26,0
13.46154,2008,0,0,25,0
7.692307,2008,0,1,26,0
17.94872,2008,1,0,27,27
10.60606,2008,1,0,33,33
25,2008,1,0,33,33
20.67308,2008,1,1,33,33
31.25,2008,1,1,31,31
19.23077,2008,1,0,31,31
27.40385,2008,1,1,30,30
7.692307,2008,1,0,29,29
13.46154,2008,0,0,33,0
13.94231,2008,0,1,34,0
14.42308,2008,0,0,29,0
19.23077,2008,1,0,34,34
10.57692,2008,0,0,31,0
8.01282,2008,0,1,26,0
18.75,2008,1,0,30,30
14.42308,2008,1,0,29,29
13.94231,2008,0,1,27,0
18.68132,2008,1,0,25,25
7.692307,2008,0,0,28,0
21.63461,2008,1,0,33,33
16.56805,2008,0,0,29,0
6.072875,2008,1,1,27,27
23.50427,2008,1,0,30,30
19.23077,2008,1,0,27,27
20,2008,0,0,33,0
26.04167,2008,0,1,30,0
9,2008,0,1,30,0
13.46939,2008,0,0,29,0
12.01923,2008,0,1,28,0
19.71154,2008,0,0,32,0
16.34615,2008,0,1,28,0
17.30769,2008,0,0,25,0
13.46154,2008,1,0,28,28
9.615385,2008,0,0,32,0
17.30769,2008,1,0,29,29
15.38461,2008,0,1,27,0
25,2008,1,0,32,32
16.82692,2008,1,1,32,32
19.23077,2008,1,1,29,29
31.73077,2008,1,0,34,34
28.84615,2008,1,0,30,30
19.23077,2008,0,0,32,0
20.19231,2008,1,1,32,32
23.07692,2008,1,0,31,31
19.95192,2008,1,1,27,27
12.57143,2008,0,0,29,0
14.28571,2008,0,0,26,0
11.29904,2008,0,1,31,0
13.46154,2008,0,0,29,0
14.42308,2008,1,1,27,27
19.23077,2008,1,0,29,29
13.46154,2008,1,1,27,27
51.28205,2008,1,0,32,32
14.90385,2008,0,0,27,0
28.84615,2008,1,1,25,25
38.46154,2008,1,0,26,26
12.98077,2008,0,1,28,0
15.47842,2008,1,1,27,27
12.01923,2008,0,1,30,0
17.78846,2008,0,1,31,0
4.807693,2008,0,1,31,0
10.35503,2008,1,1,28,28
15.38461,2008,0,0,34,0
12.01923,2008,0,0,33,0
15.38461,2008,0,1,31,0
30.98291,2008,1,1,30,30
21.15385,2008,0,0,33,0
13.98601,2008,1,0,34,34
9.615385,2008,0,0,32,0
13.07692,2008,1,0,25,25
15.38461,2008,0,1,30,0
19.23077,2008,0,0,30,0
14.42308,2008,1,1,30,30
32.05128,2008,1,0,29,29
20.67308,2008,0,0,28,0
16.34615,2008,1,1,28,28
16.82692,2008,1,0,28,28
11.15385,2008,1,0,34,34
13.94231,2008,1,1,31,31
14.52991,2008,0,0,29,0
32.69231,2008,1,0,30,30
13.46154,2008,1,1,25,25
33.76068,2008,1,0,25,25
40.86538,2008,1,1,29,29
17.14286,2008,1,0,25,25
24.03846,2008,1,1,25,25
22,2008,0,0,29,0
17.78846,2008,1,0,27,27
17.78846,2008,1,1,26,26
21.63461,2008,1,1,33,33
16.82692,2008,1,1,31,31
22.59615,2008,1,1,28,28
21.63461,2008,0,0,29,0
38.46154,2008,0,0,30,0
5.769231,2008,0,0,32,0
6,2008,0,0,34,0
7.8,2008,0,1,32,0
14.90385,2008,1,1,29,29
11.53846,2008,0,0,30,0
14.4,2008,0,0,30,0
17.30769,2008,0,0,28,0
16.23932,2008,0,0,29,0
12.82051,2008,1,1,25,25
10.09615,2008,0,1,29,0
8.5,2008,1,0,33,33
15.14423,2008,0,1,25,0
11.09467,2008,1,1,34,34
11.96581,2008,1,1,25,25
14.90385,2008,0,0,34,0
14.90385,2008,1,1,30,30
7.692307,2008,0,0,31,0
19.23077,2008,1,1,28,28
13.17016,2008,1,0,30,30
14.0625,2008,1,1,27,27
12.00051,2008,0,1,25,0
20.24291,2008,0,1,31,0
10.9375,2008,0,1,32,0
18.02885,2008,0,0,29,0
24.03846,2008,1,1,25,25
16.82692,2008,0,0,28,0
7.692307,2008,0,0,28,0
11.53846,2008,0,1,34,0
11.53846,2008,0,0,33,0
22,2008,0,0,31,0
32.02614,2008,1,0,32,32
32.21154,2008,0,1,25,0
21.63461,2008,1,0,25,25
6.25,2008,0,1,30,0
8,2008,0,1,27,0
16.02564,2008,0,0,26,0
9.615385,2008,1,0,30,30
11.25,2008,0,1,34,0
38.0609,2008,1,0,33,33
6.868132,2008,1,1,26,26
14.05325,2008,0,0,25,0
52.88462,2008,1,0,33,33
18.75,2008,1,0,27,27
12.28632,2008,0,1,25,0
23.50427,2008,0,0,32,0
17.78846,2008,0,0,33,0
7.693269,2008,0,0,32,0
43.27019,2008,1,1,31,31
18.75096,2008,1,1,32,32
11.05769,2008,0,0,28,0
10.57692,2008,0,1,26,0
16.82692,2008,1,1,26,26
23.07692,2008,0,0,25,0
14.71154,2008,0,0,32,0
19.27885,2008,0,0,29,0
36.05769,2008,0,1,30,0
11.53846,2008,0,1,31,0
28.1339,2008,0,0,28,0
16.82692,2008,0,1,28,0
8.653846,2008,1,1,27,27
24.03846,2008,0,0,34,0
28.84615,2008,0,0,28,0
15.38461,2008,0,0,29,0
9,2008,0,1,28,0
21.03365,2008,1,1,28,28
12.01923,2008,0,1,28,0
8.241758,2008,0,1,32,0
56.73077,2008,1,0,29,29
10,2008,0,0,32,0
4.326923,2008,0,0,26,0
8.241758,2008,0,0,32,0
11.53942,2008,0,1,27,0
4.945055,2008,0,0,33,0
12.01923,2008,0,1,32,0
16.82692,2008,1,1,27,27
16.00961,2008,1,1,26,26
22.11539,2008,1,1,30,30
14.36923,2008,0,0,28,0
8.173077,2008,0,0,29,0
14.33566,2008,1,0,26,26
18.77289,2008,1,0,28,28
12.01923,2008,0,0,29,0
2.692308,2008,0,1,27,0
11.92308,2008,0,0,26,0
19.23077,2008,0,1,34,0
16.82692,2008,0,0,25,0
20.44231,2008,0,0,34,0
29.70086,2008,1,1,30,30
21.63461,2008,0,0,30,0
8.653846,2008,0,1,33,0
15.86539,2008,0,0,34,0
21.63461,2008,1,1,33,33
16.25,2008,1,1,27,27
6.639194,2008,1,0,27,27
12.5,2008,0,1,33,0
16.82692,2008,0,1,31,0
15.38461,2008,0,1,29,0
36.05769,2008,1,0,31,31
10.57692,2008,1,0,31,31
19.23077,2008,1,1,28,28
19.23077,2008,1,1,28,28
20.19231,2008,0,0,28,0
13.46154,2008,1,0,28,28
19.23077,2008,0,0,27,0
19.23077,2008,1,0,29,29
39.23077,2008,1,0,26,26
13.77024,2008,0,0,30,0
5.829121,2008,0,1,29,0
10.57692,2008,0,0,28,0
13.46154,2008,0,0,33,0
9.134615,2008,0,1,27,0
17.30769,2008,0,0,34,0
22.30769,2008,1,1,32,32
3.365385,2008,0,1,31,0
21.63461,2008,1,1,29,29
36.05769,2008,1,0,28,28
32.05128,2008,1,1,30,30
15.38461,2008,0,0,29,0
19.23077,2008,1,1,25,25
67.30769,2008,1,1,25,25
30.76923,2008,1,0,27,27
12.82051,2008,0,0,34,0
17.30769,2008,0,1,27,0
13.46154,2008,1,1,31,31
12.5,2008,0,1,27,0
17.30769,2008,0,1,27,0
15.38461,2008,1,1,28,28
20.67308,2008,1,1,26,26
11.29808,2008,0,0,34,0
7.692307,2008,0,1,25,0
7.692307,2008,0,0,25,0
28.84615,2008,0,0,31,0
8.653846,2008,0,0,31,0
24.03846,2008,1,0,30,30
28.84615,2008,1,0,29,29
7.211538,2008,0,0,33,0
18.26923,2008,1,0,25,25
14.90385,2008,1,1,25,25
23.07692,2008,1,1,30,30
21.15385,2008,1,0,25,25
16.02564,2008,1,1,27,27
33.65385,2008,1,0,26,26
22.11539,2008,1,1,29,29
26.44231,2008,1,0,34,34
37.5,2008,1,0,32,32
32.05128,2008,1,0,31,31
25,2008,1,1,29,29
11.53846,2008,0,1,32,0
19.23077,2008,0,0,27,0
26.44231,2008,0,0,25,0
19.23077,2008,1,0,26,26
24.03846,2008,1,0,25,25
23.07692,2008,1,0,26,26
10,2008,0,0,28,0
19.23077,2008,1,1,30,30
23.07692,2008,1,1,25,25
13.46154,2008,0,0,32,0
14.42308,2008,1,1,31,31
10.98901,2008,0,0,27,0
10,2008,0,0,26,0
26.44231,2008,1,0,34,34
22.69231,2008,1,0,29,29
16.82692,2008,1,1,25,25
32.69231,2008,1,0,28,28
13.46154,2008,0,0,30,0
13.46154,2008,1,1,31,31
17.15177,2008,0,0,32,0
17.30769,2008,1,1,26,26
18.26923,2008,1,0,33,33
36.29808,2008,1,0,34,34
12.5,2008,0,1,26,0
10.68376,2008,0,1,26,0
19.23077,2008,1,1,33,33
17.78846,2008,1,1,27,27
15.38461,2008,0,0,32,0
16.82692,2008,1,1,32,32
14.42308,2008,0,1,33,0
7.211538,2008,1,0,26,26
33.65385,2008,1,0,31,31
14.42308,2008,0,0,33,0
36.05769,2008,1,0,27,27
13.98601,2008,0,0,33,0
16.82692,2008,0,0,34,0
10.57692,2008,0,0,25,0
12.5,2008,0,1,26,0
14.10256,2008,1,1,32,32
36.53846,2008,1,0,34,34
17.30769,2008,1,1,34,34
22.22222,2008,1,0,25,25
30,2008,1,0,34,34
14.42308,2008,1,1,34,34
31.88259,2008,1,0,33,33
10.57692,2008,0,0,30,0
10.57692,2008,0,1,27,0
8.119658,2008,0,0,25,0
23.50427,2008,1,0,28,28
23.07692,2008,0,0,27,0
25.96154,2008,1,1,34,34
48.07692,2008,1,0,34,34
12.01923,2008,0,1,29,0
5,2008,0,1,25,0
27.77778,2008,0,0,33,0
12.5,2008,0,0,26,0
13.89423,2008,0,0,30,0
22.11539,2008,1,1,34,34
18.17308,2008,0,0,34,0
11.92308,2008,0,0,28,0
13.46154,2008,0,0,27,0
7.692307,2008,0,0,32,0
18,2008,0,0,31,0
11.11111,2008,0,0,27,0
11.25,2008,0,1,31,0
14.66346,2008,1,0,30,30
11.25,2008,1,1,27,27
6.991164,2008,0,1,25,0
8.406923,2008,0,1,30,0
13.14103,2008,1,1,34,34
16.4,2008,1,0,33,33
20.29914,2008,1,1,31,31
11.29808,2008,0,0,25,0
18.26923,2008,1,0,29,29
13.97959,2008,1,1,30,30
6.95581,2008,0,1,29,0
27.24359,2008,1,0,32,32
14.09135,2008,0,0,27,0
12.82051,2008,0,0,25,0
10.09615,2008,0,1,29,0
12.01923,2008,0,0,31,0
9.40171,2008,0,0,26,0
8.653846,2008,0,1,30,0
8.174039,2008,0,0,33,0
14.42308,2008,0,1,31,0
15.38461,2008,0,1,34,0
4.662004,2008,1,1,29,29
6.25,2008,0,1,28,0
4.591837,2008,0,1,26,0
21.63461,2008,0,0,29,0
6.826923,2008,0,1,25,0
16.82692,2008,0,0,29,0
24.03798,2008,0,0,26,0
25.64103,2008,0,0,30,0
14.42308,2008,0,1,30,0
11.53846,2008,0,0,33,0
14.23077,2008,1,0,31,31
15.38461,2008,0,1,27,0
11.09467,2008,1,1,26,26
17.71255,2008,1,1,28,28
24.03846,2008,1,0,25,25
13.46154,2008,0,0,27,0
19.23077,2008,1,1,33,33
8.653846,2008,0,1,27,0
6.610577,2008,1,0,31,31
21.67832,2008,1,0,30,30
33.65385,2008,1,0,29,29
22.59615,2008,1,1,32,32
12.5,2008,0,1,34,0
16.66667,2008,0,0,29,0
19.23077,2008,0,0,32,0
19.23077,2008,0,0,28,0
18.125,2008,0,1,25,0
19.71154,2008,1,1,27,27
16.82692,2008,0,0,32,0
12.74725,2008,0,1,32,0
31.25,2008,1,0,27,27
12.01923,2008,0,1,26,0
24.03846,2008,0,0,27,0
17.78846,2008,1,1,28,28
9.730289,2008,0,0,25,0
23.55769,2008,0,0,25,0
18.63905,2008,1,0,33,33
38.46154,2008,1,0,32,32
23.93162,2008,1,1,28,28
28.32168,2008,1,0,31,31
16.82788,2008,1,1,34,34
11.53846,2008,0,0,27,0
29.57265,2008,1,0,33,33
19.23077,2008,1,1,30,30
18.26923,2008,1,1,25,25
14.32881,2008,0,1,32,0
12.98077,2008,0,1,34,0
14.23077,2008,0,0,34,0
23.07692,2008,1,1,32,32
19.23077,2008,0,0,27,0
35.71429,2008,0,1,27,0
22.11539,2008,1,1,34,34
19.23077,2008,0,0,29,0
10.57692,2008,0,1,28,0
12.82051,2008,0,0,28,0
15.0641,2008,0,0,30,0
28.84615,2008,1,0,26,26
6.009615,2008,0,1,26,0
20.19231,2008,1,1,33,33
12.01923,2008,1,1,28,28
16.82692,2008,1,0,32,32
8.653846,2008,1,1,30,30
14.42308,2008,0,1,27,0
12.01923,2008,0,0,26,0
31.25,2008,1,0,30,30
2.051282,2008,0,1,30,0
16.71488,2008,0,0,27,0
12.02019,2008,1,0,27,27
13.70192,2008,0,0,33,0
13.87788,2008,1,1,29,29
9.75,2008,0,0,32,0
9.230769,2008,0,0,27,0
4.273504,2008,0,0,29,0
34.72222,2008,1,1,29,29
21.63461,2008,1,0,26,26
11.85897,2008,0,0,29,0
11.53846,2008,0,1,32,0
19.23077,2008,0,0,28,0
40.86538,2008,1,0,29,29
15.45189,2008,1,1,28,28
24.03846,2008,0,1,34,0
21.875,2008,1,1,28,28
30.04808,2008,1,1,31,31
11.05769,2008,0,1,32,0
16.82788,2008,0,1,33,0
19.71154,2008,0,1,32,0
10,2008,1,1,29,29
19.23077,2008,1,1,30,30
7.5,2008,0,1,34,0
24.03846,2008,1,1,28,28
9.134615,2008,0,0,34,0
8.173077,2008,0,1,32,0
16.82692,2008,0,0,34,0
12.01923,2008,0,1,31,0
12.01923,2008,0,0,31,0
9.615385,2008,0,0,31,0
11.05769,2008,0,0,33,0
16.82692,2008,1,1,25,25
14.42308,2008,0,1,33,0
9.615385,2008,0,0,34,0
15.22436,2008,1,0,29,29
9.615385,2008,1,1,25,25
21.63461,2008,1,1,31,31
48.07692,2008,1,1,32,32
19.23077,2008,0,0,34,0
9.615385,2008,0,1,30,0
14.95726,2008,1,1,32,32
5.769231,2008,0,1,25,0
9.615385,2008,1,0,28,28
7.692307,2008,0,0,28,0
24.03846,2008,1,1,30,30
11.05769,2008,0,1,30,0
12.01923,2008,0,0,34,0
8.653846,2008,1,0,33,33
14.90385,2008,0,0,32,0
26.44231,2008,0,1,32,0
19.23077,2008,1,0,26,26
10,2008,0,0,27,0
12.01923,2008,1,1,34,34
28.84615,2008,1,0,34,34
41.34615,2008,1,1,34,34
5.769231,2008,0,1,31,0
9.615385,2008,1,1,33,33
28.84615,2008,1,1,31,31
32.05128,2008,1,0,29,29
18.26923,2008,1,0,33,33
18.49113,2008,1,0,33,33
7.211538,2008,0,1,34,0
9.861933,2008,0,1,29,0
12.01923,2008,1,0,25,25
9.40171,2008,1,1,30,30
38.46154,2008,1,0,34,34
45.19231,2008,0,0,34,0
19.23077,2008,1,1,31,31
15,2008,0,1,26,0
24,2008,1,0,31,31
13.75,2008,1,1,29,29
26.92308,2008,0,0,30,0
14.42308,2008,1,1,29,29
9.230769,2008,0,1,31,0
9.518259,2008,0,0,31,0
10.57692,2008,0,0,33,0
20.19231,2008,0,1,30,0
30.76923,2008,0,0,25,0
12.01923,2008,0,0,27,0
16.25,2008,1,0,32,32
36.05769,2008,1,0,30,30
52.08333,2008,0,0,33,0
27.47253,2008,1,1,26,26
27.88461,2008,1,0,26,26
28.84615,2008,1,0,32,32
33.65385,2008,1,1,25,25
29.56731,2008,1,0,26,26
12.5,2008,0,0,31,0
23.07692,2008,0,0,29,0
16.97115,2008,0,1,30,0
45.19231,2008,1,0,33,33
7.692307,2008,0,1,30,0
27.47253,2008,0,0,32,0
19.23077,2008,0,1,28,0
19.23077,2008,0,0,31,0
22.11539,2008,1,0,32,32
14.42308,2008,1,1,31,31
16.82692,2008,1,1,30,30
14.95726,2008,1,0,27,27
14.42308,2008,0,0,34,0
14.42308,2008,0,0,28,0
20.38461,2008,0,0,33,0
15.48077,2008,0,1,28,0
9.615385,2008,0,1,27,0
20.8718,2008,0,0,34,0
21.63461,2008,1,0,32,32
11.53846,2008,1,1,31,31
6.372116,2008,0,1,28,0
9.615385,2008,0,0,34,0
8.653846,2008,0,0,34,0
32.21154,2008,0,1,26,0
22.5,2008,1,1,29,29
15.86539,2008,1,0,31,31
8.989903,2008,0,0,32,0
14.42308,2008,1,0,27,27
17.54808,2008,1,1,34,34
7.692307,2008,1,0,25,25
14.42308,2008,0,1,28,0
9.615385,2008,1,1,26,26
11.77885,2008,1,1,31,31
12.82051,2008,0,0,33,0
13.46154,2008,1,1,31,31
7.211538,2008,0,0,28,0
34.61538,2008,1,1,31,31
6.474359,2008,0,0,25,0
15.38461,2008,0,0,31,0
34.61538,2008,1,0,28,28
21.63461,2008,0,0,28,0
28.84615,2008,1,0,25,25
19.23077,2008,1,1,29,29
16.66667,2008,0,0,30,0
15.38461,2008,1,1,34,34
18.02885,2008,1,0,34,34
27.45098,2008,1,0,28,28
12.01923,2008,1,1,27,27
37.39316,2008,1,1,33,33
6.25,2008,0,1,34,0
15.86539,2008,0,1,34,0
19.23077,2008,0,1,26,0
21.97802,2008,0,0,26,0
31.25,2008,1,1,31,31
12.82051,2008,0,1,31,0
16.48352,2008,0,1,28,0
16.82692,2008,1,1,26,26
18.45377,2008,1,0,28,28
25.94038,2008,1,0,25,25
9.615385,2008,0,1,30,0
11.53846,2008,0,1,32,0
22.11539,2008,1,1,30,30
19.23077,2008,1,0,34,34
17.30769,2008,0,1,32,0
8.653846,2008,0,0,33,0
11.05769,2008,0,1,34,0
9.575417,2008,1,0,28,28
14.12644,2008,1,1,25,25
9.615385,2008,0,1,34,0
21,2008,1,1,26,26
7.5,2008,0,1,25,0
19.23077,2008,1,0,25,25
3.365385,2008,0,1,34,0
14.42308,2008,0,0,34,0
17.93269,2008,1,1,30,30
11,2008,0,1,34,0
9.230769,2008,0,1,34,0
29.80769,2008,1,0,33,33
24.47552,2008,1,1,32,32
9.615385,2008,1,1,26,26
7.211538,2008,0,0,27,0
21.63461,2008,1,1,27,27
16.71488,2008,0,0,28,0
13.63636,2008,0,0,27,0
14.42308,2008,0,1,30,0
6.072875,2008,0,1,30,0
8,2008,0,0,29,0
11.68127,2008,0,0,25,0
35.38462,2008,1,1,30,30
18.50961,2008,1,1,32,32
31.25,2008,1,1,28,28
24.03846,2008,1,0,28,28
43.26923,2008,1,0,31,31
13.18681,2008,0,1,31,0
28.84615,2008,1,0,25,25
37.9125,2008,0,0,33,0
9.615385,2008,1,1,30,30
9,2008,0,0,26,0
11.53846,2008,0,0,32,0
27.88461,2008,1,1,30,30
19.11437,2008,1,1,26,26
24.03846,2008,1,1,28,28
20,2008,1,0,32,32
16.66667,2008,1,1,30,30
39.42308,2008,0,0,33,0
10.09615,2008,0,1,25,0
34.18803,2008,1,0,29,29
8.653846,2008,0,1,29,0
20.19231,2008,1,1,26,26
14.42308,2008,0,0,30,0
24.03846,2008,0,0,29,0
12.01923,2008,0,1,30,0
12.5,2008,1,1,26,26
19.27083,2008,0,0,31,0
12.01923,2008,0,0,28,0
29.38034,2008,1,1,32,32
12.5,2008,0,0,33,0
8.861539,2008,1,0,25,25
15.625,2008,1,0,34,34
16.82692,2008,1,0,26,26
13.46154,2008,0,0,34,0
14.52991,2008,0,1,33,0
36.63004,2008,0,0,34,0
18.18182,2008,0,0,33,0
7.211538,2008,0,1,27,0
19.23077,2008,0,0,26,0
6.857143,2008,0,0,26,0
25.5102,2008,0,0,29,0
18.26923,2008,0,0,30,0
29.80769,2008,1,0,31,31
11.53846,2008,0,0,32,0
16.82692,2008,1,0,28,28
23.07692,2008,0,0,25,0
26.22378,2008,0,0,32,0
17.09402,2008,0,0,26,0
22.47807,2008,1,1,34,34
11.53846,2008,0,0,32,0
28.84615,2008,1,0,34,34
9.615385,2008,0,0,32,0
16.66667,2008,0,0,26,0
8.653846,2008,0,1,30,0
18.49113,2008,0,0,30,0
38.46154,2008,0,0,33,0
16.34615,2008,1,1,25,25
23.55769,2008,1,1,32,32
13.31361,2008,0,0,27,0
12.5,2008,0,1,33,0
14.42308,2008,0,1,31,0
8,2008,0,0,25,0
19.23077,2008,1,0,27,27
9.615385,2008,0,0,34,0
22.50409,2008,1,0,31,31
13.67521,2008,0,0,27,0
17.30769,2008,0,0,26,0
7.03125,2008,0,1,30,0
26.44231,2008,0,0,29,0
15.7024,2008,0,1,28,0
19.23077,2008,0,0,28,0
14.79592,2008,0,0,32,0
30.76923,2008,1,0,28,28
10.57692,2008,0,1,25,0
18.50961,2008,1,1,34,34
4.807693,2008,0,1,33,0
17.88909,2008,0,0,25,0
12.01923,2008,1,1,25,25
26.22378,2008,0,0,27,0
33.65385,2008,1,0,33,33
12.98077,2008,0,1,32,0
13.48634,2008,0,1,28,0
6.25,2008,1,1,26,26
4.807693,2008,0,1,29,0
14.42308,2008,1,0,32,32
5.769231,2008,0,1,29,0
12.01923,2008,0,0,27,0
19.23077,2008,0,0,30,0
19.23077,2008,1,1,25,25
21.15385,2008,1,0,33,33
21.36752,2008,1,0,32,32
55.28846,2008,1,1,33,33
6.346154,2008,1,1,29,29
39.21569,2008,1,0,33,33
16.34615,2008,1,0,34,34
20,2008,1,0,32,32
20.67308,2008,1,0,27,27
7.5,2008,0,0,29,0
16.02564,2008,0,0,30,0
14.42308,2008,0,1,29,0
26.8,2008,1,1,32,32
10.09615,2008,1,1,31,31
23.33333,2008,1,1,32,32
16.34615,2008,0,0,30,0
9,2008,0,0,34,0
16.82692,2008,1,1,31,31
19.23077,2008,0,0,34,0
16.82692,2008,0,1,33,0
19.23077,2008,0,1,33,0
7.692307,2008,0,0,25,0
7.692307,2008,0,1,33,0
33.65385,2008,1,0,32,32
31.25,2008,1,0,25,25
7.39645,2008,0,1,31,0
11.53846,2008,0,0,30,0
21.63461,2008,1,0,25,25
11.05769,2008,0,0,31,0
21.36752,2008,1,0,34,34
6.730769,2008,0,0,27,0
8.653846,2008,0,1,31,0
15.38461,2008,0,0,29,0
38.46154,2008,0,0,30,0
19.23077,2008,0,0,26,0
12.01923,2008,0,1,32,0
35.57692,2008,1,0,34,34
21.63461,2008,1,0,27,27
10.35503,2008,1,0,31,31
8.000961,2008,0,0,29,0
11.25,2008,0,1,28,0
8.173077,2008,0,1,31,0
11.53846,2008,0,0,30,0
11.25,2008,0,0,28,0
18.46154,2008,1,0,28,28
28.84615,2008,0,0,31,0
33.65385,2008,0,1,29,0
15.38461,2008,1,1,25,25
26.22378,2008,0,0,32,0
13.46154,2008,0,0,34,0
11.04423,2008,1,1,34,34
12.5,2008,1,1,30,30
12.98077,2008,0,1,25,0
10.20408,2008,1,1,34,34
17.30769,2008,1,1,27,27
7.212019,2008,1,1,27,27
22.4359,2008,1,0,27,27
28.52564,2008,1,0,29,29
17.98077,2008,1,0,33,33
17.30769,2008,0,1,33,0
14.42308,2008,0,0,31,0
25.57692,2008,0,0,32,0
32.21154,2008,0,0,29,0
9.615385,2008,1,1,29,29
14.23077,2008,0,0,31,0
13.65385,2008,1,0,29,29
14.42308,2008,0,0,25,0
15.86539,2008,1,0,27,27
14.97596,2008,1,1,25,25
12.01923,2008,0,0,31,0
6.490385,2008,0,1,32,0
13.46154,2008,0,0,34,0
11.53846,2008,0,1,29,0
20.19231,2008,1,0,31,31
11.53846,2008,0,1,30,0
10.57692,2008,1,1,30,30
19.859,2008,0,0,31,0
9,2008,0,1,33,0
15.73427,2008,0,0,34,0
12.76224,2008,1,1,29,29
13.46154,2008,1,0,26,26
18.94375,2008,0,0,32,0
8.571428,2008,0,1,28,0
6.730769,2008,1,1,33,33
12.98077,2008,0,0,32,0
7.428571,2008,0,1,34,0
5.208333,2008,0,0,27,0
21.63461,2008,1,0,27,27
24.03846,2008,0,0,32,0
24.03846,2008,1,1,31,31
18.75,2008,0,0,31,0
2.884615,2008,0,1,28,0
12.5,2008,1,1,27,27
10.57692,2008,0,0,25,0
17.30769,2008,1,1,30,30
13.46154,2008,0,0,30,0
15.38461,2008,1,1,33,33
18.84615,2008,1,0,32,32
54.94505,2008,1,1,34,34
22.92899,2008,1,1,33,33
19.23077,2008,1,1,26,26
19.23077,2008,0,1,27,0
21.36752,2008,0,0,28,0
18.26923,2008,1,1,26,26
11.88811,2008,1,0,29,29
28.84615,2008,1,1,28,28
16.34711,2008,1,0,33,33
17.71255,2008,1,0,31,31
17.30769,2008,1,1,33,33
17.71255,2008,1,1,27,27
15.38461,2008,1,1,31,31
19.23077,2008,1,0,33,33
15,2008,1,1,31,31
3.461539,2008,0,0,31,0
