id,subscribe,age,income,college,married,female,smartphone_hours
1258,0,46.4,229.0,0,0,1,2.9
1259,0,56.3,412.0,0,1,0,2.7
1260,0,45.4,528.7,1,0,1,2.9
1261,0,19.5,268.0,1,1,1,0.6
1262,0,34.1,599.5,0,0,0,3.0
1263,0,18.0,742.0,0,0,1,3.5
1264,0,42.0,653.9,1,0,1,0.7
1265,0,22.8,120.0,0,0,1,2.3
1266,1,46.6,631.2,1,1,1,2.5
1267,0,48.8,313.1,0,0,0,2.2
1268,0,45.0,558.6,1,1,1,4.3
1269,0,18.0,202.8,1,1,1,2.4
1270,0,44.7,319.1,0,1,0,1.0
1271,0,22.9,996.8,1,0,0,2.8
1272,0,35.9,592.2,0,0,1,0.0
1273,0,48.6,123.9,0,1,0,2.5
1274,1,50.0,653.6,1,0,1,3.6
1275,0,20.7,429.7,1,0,0,4.3
1276,0,32.7,411.9,1,1,1,3.5
1277,0,18.0,511.6,1,1,0,2.7
1278,0,50.5,347.9,0,1,0,3.5
1279,0,52.6,485.3,0,1,0,1.6
1280,0,20.3,349.9,1,0,0,0.3
1281,1,40.2,621.9,1,1,1,2.1
1282,1,18.0,750.8,0,0,0,1.8
1283,1,42.3,427.7,1,1,0,2.6
1284,0,43.3,184.1,0,1,0,1.5
1285,0,43.2,284.5,1,0,1,4.6
1286,0,48.7,756.4,0,0,0,3.0
1287,1,38.6,780.2,1,0,1,4.0
1288,0,36.9,122.9,0,1,1,3.9
1289,0,50.6,329.2,0,0,1,5.3
1290,0,41.7,289.3,1,0,0,1.8
1291,0,40.5,647.2,0,0,1,2.2
1292,0,57.6,343.4,1,1,0,4.7
1293,1,51.9,621.4,0,1,1,4.0
1294,0,25.1,660.3,1,0,0,3.1
1295,1,34.1,319.9,1,0,0,4.2
1296,0,66.3,253.5,1,0,0,2.5
1297,0,44.4,362.8,0,1,1,2.7
1298,0,42.5,369.9,1,1,0,2.1
1299,1,40.8,665.6,0,1,1,2.8
1300,1,37.0,682.1,0,0,1,7.9
1301,0,22.4,752.2,1,1,1,2.6
1302,0,57.4,254.6,1,1,1,3.8
1303,0,52.7,765.0,1,0,0,2.3
1304,1,30.4,621.5,1,1,1,1.8
1305,0,38.9,753.8,1,1,0,4.3
1306,0,29.3,367.7,0,1,0,3.2
1307,0,50.0,622.8,1,1,1,3.0
1308,0,47.8,588.0,1,1,1,2.6
1309,0,49.9,586.7,1,1,1,2.8
1310,0,60.9,325.3,0,0,0,4.3
1311,1,25.3,415.4,0,1,0,4.8
1312,1,20.8,431.2,1,0,1,2.5
1313,0,54.0,554.9,1,0,1,4.6
1314,0,38.6,396.9,0,0,0,4.0
1315,0,45.7,481.8,1,0,0,2.5
1316,0,41.5,825.2,0,1,0,3.9
1317,0,36.5,568.7,0,1,0,3.1
1318,0,32.3,464.3,0,1,1,1.2
1319,0,42.5,178.8,1,0,1,1.7
1320,0,63.2,120.0,1,0,0,2.2
1321,0,35.6,484.3,1,0,0,3.9
1322,0,64.2,330.9,1,0,0,4.0
1323,1,55.0,370.0,1,1,1,5.0
1324,0,62.5,225.4,1,1,1,5.3
1325,0,52.0,542.2,1,1,1,2.8
1326,0,25.3,437.7,0,0,1,4.0
1327,0,27.0,308.0,1,1,1,2.1
1328,0,24.9,326.7,0,1,1,4.4
1329,1,44.1,644.1,1,0,0,3.0
1330,0,33.6,324.4,0,1,1,4.7
1331,0,29.0,489.9,0,1,0,5.5
1332,0,23.0,662.9,1,0,1,0.0
1333,1,28.6,600.3,1,0,0,3.4
1334,1,43.8,210.3,1,1,1,4.5
1335,0,29.8,257.7,1,1,1,1.4
1336,0,24.1,337.0,1,0,0,4.5
1337,0,49.0,268.1,1,0,0,4.0
1338,0,39.1,511.2,0,1,0,3.4
1339,0,53.9,718.2,1,0,1,4.9
1340,0,45.5,459.9,0,1,0,0.9
1341,1,54.0,509.6,1,0,1,4.0
1342,0,50.7,399.7,0,0,1,3.1
1343,1,55.1,557.2,0,0,0,2.6
1344,0,51.7,424.5,1,1,0,2.2
1345,1,18.0,391.6,1,1,0,2.6
1346,0,37.2,654.1,0,1,0,1.2
1347,0,35.6,367.2,1,0,1,1.7
1348,0,27.3,171.7,0,1,0,1.9
1349,1,40.1,701.2,1,1,0,4.2
1350,0,50.5,120.0,0,0,1,2.7
1351,1,36.8,578.1,0,0,0,4.3
1352,0,32.0,390.3,1,1,0,4.8
1353,0,39.9,357.0,0,1,0,0.5
1354,1,29.5,710.6,0,1,1,4.6
1355,0,47.4,457.1,1,0,1,1.5
1356,0,43.4,323.3,1,0,0,1.4
1357,1,48.0,640.4,0,1,1,2.2
1358,0,50.5,657.0,0,1,0,2.8
1359,0,25.2,552.0,1,1,1,3.6
1360,0,43.9,383.2,0,0,1,3.6
1361,0,32.8,340.3,0,0,0,4.2
1362,0,29.1,344.5,0,1,0,3.7
1363,0,22.0,493.4,0,0,1,6.6
1364,1,32.3,410.8,0,1,0,3.8
1365,0,40.6,206.9,0,0,1,1.1
1366,1,34.3,373.1,1,0,1,2.0
1367,1,31.3,621.9,0,0,1,4.2
1368,0,24.8,166.2,1,0,1,3.7
1369,0,51.6,542.7,1,0,0,4.7
1370,0,33.4,435.9,0,0,0,5.1
1371,0,54.4,496.3,0,0,1,4.9
1372,0,31.7,669.5,0,1,0,2.8
1373,1,18.0,614.3,1,0,0,4.8
1374,0,43.7,581.9,0,1,0,2.3
1375,1,51.0,682.0,1,1,1,4.7
1376,1,33.3,581.8,0,0,0,3.8
1377,1,18.0,461.7,0,0,0,2.9
1378,0,43.7,555.6,1,1,1,1.8
1379,0,36.0,712.0,1,0,1,1.6
1380,0,46.0,411.4,1,0,1,4.0
1381,1,42.6,632.7,1,0,0,1.6
1382,0,60.0,398.6,1,1,1,1.8
1383,1,47.4,697.7,1,1,0,6.6
1384,0,47.5,844.8,1,1,0,3.8
1385,1,28.3,616.7,1,1,0,4.7
1386,0,35.4,688.8,0,0,0,3.8
1387,1,30.3,638.6,1,1,0,1.6
1388,1,29.8,591.4,1,0,0,4.4
1389,0,26.3,414.0,1,0,0,1.8
1390,1,43.9,633.8,0,0,0,2.7
1391,1,29.2,664.4,1,0,1,4.3
1392,1,43.1,455.5,1,0,0,2.4
1393,1,32.1,793.0,0,0,0,4.0
1394,0,30.0,497.9,0,1,0,1.7
1395,1,24.5,449.6,1,1,1,5.4
1396,0,39.7,336.6,1,1,0,4.4
1397,0,62.1,427.4,1,1,1,3.9
1398,0,42.8,514.8,0,0,0,4.3
1399,0,37.7,446.7,0,1,1,1.9
1400,0,28.4,803.3,0,0,0,1.6
1401,1,50.7,774.0,1,0,1,2.8
1402,1,24.7,905.2,1,1,0,0.9
1403,0,18.0,672.0,1,1,0,3.5
1404,0,46.6,480.0,0,0,0,1.5
1405,1,40.3,715.5,1,0,0,4.4
1406,0,38.6,324.9,1,0,1,3.9
1407,1,18.0,573.4,1,1,1,2.4
1408,0,28.2,398.2,1,0,0,6.6
1409,1,33.6,682.4,1,1,1,3.9
1410,1,42.1,446.9,0,0,0,4.2
1411,0,31.5,635.1,1,1,0,3.7
1412,0,46.6,465.0,0,0,0,3.0
1413,1,47.8,816.7,0,1,0,4.3
1414,0,28.9,552.0,1,1,0,1.1
1415,1,44.4,759.0,1,0,1,1.0
1416,0,41.3,578.4,1,1,0,2.4
1417,0,48.5,750.5,0,0,1,3.1
1418,1,40.4,545.4,1,0,1,4.1
1419,0,57.3,250.2,0,0,1,2.3
1420,1,29.8,453.2,1,0,1,4.0
1421,0,25.5,228.8,0,0,0,4.5
1422,0,46.5,618.7,0,1,0,4.2
1423,0,50.4,520.4,1,0,0,2.4
1424,0,44.5,622.4,1,0,0,1.4
1425,0,29.8,313.7,1,0,0,5.2
1426,0,18.0,278.0,0,0,0,2.0
1427,1,56.3,423.4,1,0,1,3.8
1428,0,47.6,578.8,0,0,1,3.0
1429,1,37.9,634.6,1,1,1,4.2
1430,0,48.3,601.2,0,1,1,2.5
1431,0,38.4,708.4,1,1,1,1.0
1432,0,24.3,483.0,1,1,1,3.1
1433,0,39.6,324.2,0,0,1,3.0
1434,0,36.0,406.2,1,0,1,3.8
1435,0,37.9,478.2,1,0,0,2.1
1436,0,39.5,492.1,1,1,1,3.2
1437,1,45.1,531.4,1,1,1,5.3
1438,1,34.4,461.2,1,0,0,3.5
1439,1,42.7,550.3,0,1,0,3.1
1440,0,33.0,401.2,0,0,1,1.2
1441,1,30.3,866.9,0,1,1,2.8
1442,0,27.7,752.3,0,0,1,1.2
1443,1,40.4,811.5,1,0,0,2.4
1444,0,35.9,440.0,1,1,1,3.8
1445,0,22.9,804.9,0,0,0,4.4
1446,0,44.4,655.2,1,0,0,2.3
1447,0,34.0,468.4,1,0,0,1.8
1448,0,46.4,822.9,0,1,1,1.7
1449,0,34.2,672.6,1,0,0,0.6
1450,0,45.7,512.5,1,0,1,5.6
1451,0,29.8,594.9,1,1,1,2.5
1452,0,33.5,291.5,1,0,0,3.9
1453,1,59.0,768.3,0,0,0,3.2
1454,0,35.1,598.9,0,1,0,3.1
1455,1,40.9,738.2,0,0,1,4.4
1456,0,18.0,663.5,0,0,1,4.7
1457,0,22.5,463.6,0,0,1,1.2
1458,0,41.2,621.9,0,0,1,1.9
1459,0,31.8,311.4,0,0,0,5.6
1460,0,47.2,160.0,0,1,1,6.3
1461,1,18.0,709.5,1,0,1,3.2
1462,1,18.0,261.9,1,0,0,4.0
1463,0,25.4,382.0,1,1,0,2.9
1464,0,18.0,337.5,0,0,0,1.9
1465,0,45.1,282.7,0,1,0,4.1
1466,0,47.1,646.9,0,0,0,4.4
1467,0,34.1,682.2,1,0,1,2.8
1468,0,43.2,482.3,0,1,1,1.1
1469,0,41.8,682.3,1,0,0,2.7
1470,1,53.6,677.4,0,0,1,3.1
1471,0,45.7,225.6,0,1,0,2.7
1472,1,27.6,798.5,0,0,0,4.9
1473,0,28.9,307.4,1,1,0,3.0
1474,0,47.0,558.3,0,0,0,0.4
1475,1,42.3,227.4,0,1,1,3.7
1476,0,18.0,579.9,1,1,0,3.8
1477,0,31.0,471.3,0,0,0,1.8
1478,0,39.2,584.2,0,1,1,2.3
1479,1,41.1,368.7,0,0,0,3.3
1480,1,36.6,712.2,0,1,1,5.3
1481,0,24.0,409.9,1,0,0,3.1
1482,0,31.6,485.9,1,0,1,3.8
1483,0,20.9,497.8,0,1,1,3.8
1484,0,41.3,705.0,0,1,1,3.5
1485,1,36.5,776.6,1,1,0,3.0
1486,1,43.0,247.6,1,0,1,4.1
1487,0,45.2,510.5,1,0,1,0.7
1488,0,35.1,590.5,0,0,0,2.6
1489,0,48.7,120.0,1,1,0,0.6
1490,0,39.3,576.8,0,0,0,2.4
1491,0,33.8,408.3,1,0,0,3.2
1492,0,48.9,686.1,0,0,1,2.1
1493,1,32.3,801.3,1,0,0,1.6
1494,0,32.5,449.2,0,0,0,2.2
1495,0,31.8,450.9,0,0,0,2.8
1496,1,49.5,692.0,1,0,1,4.0
1497,0,44.6,120.0,1,1,1,1.9
1498,0,46.8,567.6,1,0,1,1.2
1499,0,42.6,507.3,1,1,0,3.9
1500,0,41.0,613.7,0,0,1,1.1
