id,lwage,educ,quarter1,age,parent_educ
1452,2.6926,13.2,1,37.1,14
1453,3.2926,14.8,0,42.0,9
1454,2.2326,12.9,0,37.8,14
1455,2.9142,13.1,0,38.2,14
1456,2.3195,13.9,0,23.2,10
1457,2.8413,12.4,0,42.4,17
1458,2.6841,14.7,0,27.5,15
1459,2.9482,14.6,0,36.5,17
1460,3.2632,16.6,0,22.7,19
1461,2.5298,13.0,0,30.2,7
1462,2.4602,14.7,0,22.0,13
1463,3.163,13.5,0,45.0,9
1464,3.0148,12.9,0,30.0,10
1465,2.5549,13.0,0,32.7,12
1466,3.1888,15.8,0,42.7,11
1467,2.2676,10.5,1,32.3,13
1468,2.7091,14.3,1,31.3,10
1469,2.958,15.4,0,27.7,9
1470,2.2386,11.3,1,28.1,9
1471,2.8205,14.1,1,36.0,16
1472,2.9057,12.5,1,25.8,10
1473,2.0237,14.2,0,29.8,16
1474,2.3381,10.1,0,47.2,13
1475,2.6576,14.1,0,40.1,10
1476,2.7953,14.2,0,46.1,11
1477,2.2502,13.0,1,33.4,13
1478,2.3992,14.1,1,22.0,11
1479,2.6408,16.6,0,34.2,13
1480,3.0395,14.2,1,28.5,12
1481,3.0454,14.8,0,31.4,14
1482,3.3802,18.4,0,35.8,15
1483,3.4719,13.5,0,30.1,13
1484,2.7158,14.0,1,37.4,10
1485,1.9873,10.7,0,45.0,10
1486,2.7916,13.2,0,30.3,6
1487,2.7151,13.8,0,49.9,10
1488,3.4799,12.6,0,35.2,13
1489,2.6394,12.3,0,35.9,10
1490,2.5467,12.5,0,38.4,13
1491,2.9697,15.7,0,28.6,13
1492,2.8404,13.6,1,30.4,11
1493,2.8228,14.9,0,29.0,16
1494,2.4928,11.1,1,37.3,11
1495,2.4552,13.7,0,29.5,12
1496,2.9929,15.3,1,22.0,12
1497,3.1246,14.9,0,28.6,15
1498,2.7922,13.3,0,36.8,14
1499,2.6234,13.7,0,33.9,14
1500,2.2108,11.6,0,22.9,11
1501,2.6918,11.8,0,31.0,10
1502,2.5841,13.2,0,37.8,8
1503,2.5077,11.3,1,42.5,10
1504,2.2209,14.3,0,22.0,18
1505,3.0578,15.1,0,53.2,16
1506,2.8176,13.8,0,45.1,14
1507,2.3814,14.9,0,22.0,13
1508,2.8855,13.6,1,45.6,13
1509,2.9986,13.5,1,36.3,15
1510,2.6992,12.5,1,26.1,13
1511,2.5833,13.3,0,33.1,14
1512,2.22,13.3,0,34.4,11
1513,2.416,11.7,0,40.7,12
1514,2.4572,15.3,0,22.0,13
1515,3.2508,15.6,1,41.9,12
1516,2.3984,13.4,0,22.0,12
1517,3.1388,15.0,0,34.1,14
1518,3.5202,14.4,0,34.3,12
1519,2.4277,12.9,0,40.2,9
1520,3.1905,11.4,0,41.4,8
1521,3.253,16.3,1,27.4,14
1522,2.3122,14.2,0,32.2,14
1523,3.0283,14.2,0,40.9,12
1524,3.1019,15.7,1,35.8,12
1525,3.0561,16.1,0,30.1,9
1526,2.3068,12.8,0,28.0,14
1527,2.6666,12.6,0,36.5,15
1528,2.6297,13.6,0,39.3,13
1529,2.5727,13.2,1,33.4,12
1530,2.4137,14.5,1,30.6,9
1531,2.6295,13.7,0,38.7,15
1532,3.2189,13.4,0,46.6,10
1533,2.4426,11.5,0,32.2,8
1534,2.8891,13.5,0,42.2,15
1535,3.2003,14.5,0,40.1,10
1536,2.8871,14.2,0,38.0,15
1537,2.5121,13.5,0,35.4,12
1538,2.924,13.4,0,33.0,14
1539,3.2339,15.3,0,41.4,16
1540,2.8112,14.7,0,31.8,14
1541,3.1125,15.0,0,31.8,14
1542,2.748,12.2,0,27.0,8
1543,2.7428,13.4,0,34.1,11
1544,3.6534,15.7,0,36.5,11
1545,2.6049,15.2,0,39.2,8
1546,2.6776,13.4,1,33.0,11
1547,2.8353,15.1,0,43.3,15
1548,3.236,12.4,0,49.7,12
1549,2.7568,15.2,0,26.2,15
1550,3.4158,15.8,0,49.4,16
1551,2.8185,12.7,0,28.3,13
1552,2.9059,15.0,1,30.4,10
1553,1.9974,12.4,1,30.3,10
1554,2.7797,14.6,0,28.6,11
1555,2.8202,15.0,0,37.3,15
1556,2.9208,15.3,0,26.9,11
1557,2.7497,13.4,0,34.3,13
1558,2.8571,13.3,0,55.8,14
1559,3.0133,13.7,0,53.2,13
1560,2.3398,12.6,0,33.1,11
1561,1.9424,12.6,0,27.4,10
1562,2.5991,12.7,0,25.8,10
1563,2.9305,13.4,0,36.9,12
1564,2.8045,12.6,0,35.8,14
1565,2.7602,14.7,0,36.5,12
1566,2.6492,14.6,0,40.8,13
1567,3.0233,16.0,0,29.7,9
1568,2.6601,13.3,0,34.6,11
1569,3.0391,13.6,0,34.6,10
1570,2.7463,13.0,1,35.5,10
1571,2.4939,12.8,1,30.3,12
1572,2.752,13.1,0,26.1,12
1573,2.4042,13.5,0,29.9,9
1574,2.3501,13.4,0,45.2,18
1575,3.2363,15.7,0,22.4,13
1576,2.7672,13.8,0,27.9,12
1577,2.8476,12.3,1,43.2,8
1578,2.4879,12.8,1,29.5,17
1579,3.4086,15.0,0,42.1,12
1580,3.2146,14.4,0,41.3,13
1581,2.9048,14.4,0,47.4,15
1582,2.8297,12.4,1,49.1,14
1583,2.3424,14.4,0,25.6,12
1584,2.2589,12.4,0,35.8,10
1585,3.1483,15.7,0,39.4,17
1586,2.4965,13.4,1,27.1,14
1587,3.0109,13.3,0,40.2,15
1588,3.2545,13.7,1,46.0,13
1589,3.1048,16.4,0,39.8,14
1590,2.5449,12.8,0,27.3,12
1591,2.521,13.8,0,44.3,10
1592,2.524,13.5,0,29.6,14
1593,2.4537,13.7,0,24.2,17
1594,3.1549,13.6,0,36.6,10
1595,2.6673,13.2,0,22.0,9
1596,2.5289,15.1,0,30.9,12
1597,2.9408,14.7,0,34.8,11
1598,2.2096,12.5,1,26.0,7
1599,2.4651,12.0,1,31.8,12
1600,2.2597,9.9,0,28.8,9
1601,2.1878,14.4,0,22.0,7
1602,3.1471,12.4,0,44.5,15
1603,2.9824,14.2,0,34.1,14
1604,2.8302,13.8,0,40.3,8
1605,3.2663,14.3,0,43.7,14
1606,2.8226,14.9,0,37.1,14
1607,2.8933,13.4,0,45.4,13
1608,2.749,13.1,1,44.1,17
1609,3.0176,15.4,1,38.4,14
1610,2.9275,12.9,1,38.1,12
1611,3.3386,15.5,0,45.6,10
1612,3.1823,13.7,0,45.5,13
1613,3.012,13.7,0,32.8,15
1614,2.8009,11.8,0,30.9,11
1615,2.3143,14.8,0,39.9,15
1616,2.5695,13.1,1,25.1,10
1617,2.425,14.2,1,43.4,15
1618,2.9283,11.6,0,38.8,13
1619,3.0856,14.1,0,31.8,11
1620,3.1686,15.6,0,26.8,15
1621,2.3284,13.6,1,36.1,18
1622,3.1871,15.2,0,22.5,11
1623,2.6529,13.5,0,31.3,8
1624,2.9666,12.4,1,41.1,14
1625,2.9373,12.0,0,44.5,11
1626,2.626,14.6,1,28.4,8
1627,3.3289,12.3,0,41.0,14
1628,2.7689,12.1,0,23.2,13
1629,2.803,14.6,1,38.1,10
1630,2.6029,14.5,1,41.3,20
1631,3.1488,14.0,0,23.6,15
1632,2.6307,14.6,0,55.3,17
1633,2.9361,14.9,0,40.4,10
1634,2.6427,13.6,0,33.0,12
1635,2.6198,14.7,0,36.8,13
1636,3.1201,11.6,1,45.0,12
1637,3.29,13.1,1,38.8,18
1638,3.0953,13.8,0,35.8,11
1639,2.2101,11.8,1,34.1,12
1640,2.4266,13.4,0,29.3,15
1641,2.1263,12.6,1,36.5,11
1642,2.6066,13.6,0,44.8,12
1643,3.4799,15.5,0,43.3,6
1644,2.7161,12.7,0,37.4,14
1645,2.4226,12.7,0,27.5,11
1646,3.1034,17.3,0,40.7,16
1647,2.7072,13.0,1,31.5,17
1648,2.8271,12.4,0,36.2,12
1649,3.0678,14.5,0,33.2,14
1650,3.2164,14.7,0,22.0,9
1651,2.9958,15.9,0,22.0,16
1652,2.9487,13.8,1,49.1,9
1653,3.246,14.1,0,47.1,10
1654,2.735,13.3,0,35.0,12
1655,2.1963,12.1,0,30.3,14
1656,2.8897,14.1,0,32.8,14
1657,3.3937,14.3,1,48.3,11
1658,2.9657,12.5,0,26.6,14
1659,2.6905,12.6,0,38.0,10
1660,3.1462,14.2,1,37.8,10
1661,2.8348,13.0,1,49.2,11
1662,2.036,11.3,0,22.0,8
1663,3.1306,14.0,0,45.1,13
1664,3.1152,15.0,1,36.4,12
1665,2.8503,14.8,0,43.3,16
1666,3.1185,15.2,0,36.7,11
1667,2.2931,12.9,0,34.5,10
1668,3.2762,13.9,0,22.0,13
1669,2.5676,13.4,0,32.0,10
1670,2.7252,12.3,0,45.5,9
1671,2.7528,13.3,1,46.7,8
1672,3.5314,15.1,0,36.7,14
1673,2.4883,11.1,0,50.9,15
1674,2.8678,14.8,0,39.1,7
1675,2.3315,13.0,0,39.8,14
1676,2.2898,11.3,0,26.5,11
1677,2.9266,14.0,0,34.9,7
1678,3.0434,13.6,0,22.0,17
1679,2.4078,13.1,0,36.5,8
1680,2.4041,10.6,0,35.3,9
1681,2.261,13.6,0,29.1,15
1682,3.3124,13.1,1,39.4,12
1683,3.1135,14.5,0,36.3,14
1684,2.9211,15.2,1,38.2,14
1685,3.41,15.3,0,45.7,14
1686,2.8514,13.5,1,40.5,13
1687,2.5399,10.7,0,31.1,13
1688,2.2622,14.3,1,35.1,15
1689,2.4348,12.1,1,41.4,16
1690,2.674,12.6,0,25.5,14
1691,2.3608,13.0,1,25.3,13
1692,2.5284,12.5,1,25.9,6
1693,3.1029,16.8,0,42.4,16
1694,2.7517,13.2,0,34.7,10
1695,2.8832,12.8,1,37.3,13
1696,3.0467,14.5,0,49.6,14
1697,2.9961,15.0,0,36.9,13
1698,2.1731,12.9,0,32.6,9
1699,2.9154,15.2,0,38.1,13
1700,2.7606,11.1,0,45.9,13
1701,3.1561,15.8,0,45.3,15
1702,3.3415,16.9,0,41.5,12
1703,3.1343,10.4,0,30.8,12
1704,2.5426,11.7,0,27.1,15
1705,2.2621,12.2,0,27.5,14
1706,3.6975,14.5,0,53.5,13
1707,3.0024,11.3,0,48.4,8
1708,2.3487,12.5,0,22.0,11
1709,2.6142,14.7,0,22.0,16
1710,2.0922,12.5,0,25.3,10
1711,3.1189,12.6,0,39.5,12
1712,2.3982,13.6,0,24.6,14
1713,3.0783,16.4,0,22.0,10
1714,2.4601,14.4,0,42.7,14
1715,2.9325,13.4,1,30.1,15
1716,2.969,12.6,1,30.4,12
1717,2.6275,13.2,1,31.9,12
1718,2.9101,13.2,0,24.1,15
1719,3.1261,14.2,0,24.8,18
1720,2.4999,12.1,0,46.4,14
1721,2.8463,11.6,0,41.9,10
1722,2.4834,13.2,0,33.2,10
1723,2.4287,14.0,1,33.7,14
1724,2.7474,15.3,1,24.4,15
1725,2.7215,11.7,0,35.0,17
1726,2.4816,12.3,0,25.4,10
1727,2.2736,12.7,0,30.2,12
1728,3.2705,12.5,0,28.4,13
1729,3.0228,13.5,0,39.3,14
1730,3.1571,14.4,1,39.0,11
1731,2.9507,13.5,0,27.7,12
1732,2.9252,12.5,1,36.0,10
1733,2.1525,10.8,0,39.5,9
1734,2.5237,11.5,1,35.2,15
1735,3.006,15.7,0,32.1,13
1736,2.7367,13.5,1,33.5,15
1737,2.2777,8.7,1,30.6,18
1738,2.9308,14.9,0,22.0,9
1739,2.539,14.5,1,26.7,10
1740,2.8171,11.5,0,40.7,17
1741,2.4522,12.7,0,38.1,14
1742,2.2428,11.7,1,39.9,11
1743,2.8091,13.9,0,42.5,8
1744,2.5041,11.6,0,37.1,9
1745,2.3756,14.0,1,36.2,13
1746,2.2637,12.8,0,33.3,13
1747,2.2129,10.8,1,50.1,13
1748,2.7453,12.2,0,42.8,13
1749,3.0579,13.8,0,33.2,10
1750,3.3116,16.4,0,35.9,12
1751,2.9371,13.2,1,43.6,13
1752,2.7335,14.1,0,35.7,13
1753,3.1991,15.2,0,38.0,16
1754,2.4623,13.3,0,31.1,11
1755,3.1381,13.5,0,36.4,12
1756,3.0569,13.1,1,28.8,15
1757,2.8136,15.0,0,30.7,12
1758,3.4066,16.5,0,39.7,14
1759,2.585,11.0,0,24.0,11
1760,2.3768,14.4,0,25.6,10
1761,2.6631,13.1,0,37.4,14
1762,3.0786,15.5,0,47.5,13
1763,2.5806,14.1,1,29.7,15
1764,3.061,12.3,0,34.8,14
1765,2.8344,15.0,0,31.3,13
1766,2.3757,15.0,0,33.9,15
1767,2.1923,13.7,0,34.0,11
1768,3.2773,12.7,0,45.9,10
1769,3.3891,14.7,0,51.8,14
1770,2.9169,14.4,0,31.7,13
1771,2.6151,13.2,1,29.6,16
1772,2.5651,12.1,0,45.9,15
1773,2.6006,12.9,0,30.1,18
1774,2.5015,12.6,0,42.0,11
1775,2.6721,15.5,0,31.0,13
1776,3.3961,14.4,0,30.2,13
1777,3.2993,14.2,0,45.1,10
1778,2.0045,12.4,0,34.3,11
1779,2.7455,12.0,1,29.9,8
1780,3.0129,13.1,1,42.5,10
1781,2.9258,12.8,0,25.3,13
1782,2.6995,13.3,0,46.6,10
1783,2.7519,13.9,0,40.2,14
1784,2.996,15.6,0,32.7,12
1785,3.019,12.3,0,44.9,14
1786,2.4888,13.8,0,23.9,11
1787,1.8214,9.8,0,39.4,11
1788,2.8314,13.8,0,32.9,14
1789,3.2462,15.1,0,43.2,12
1790,2.7953,14.9,0,24.3,16
1791,3.31,13.3,0,46.2,7
1792,2.6533,14.4,0,32.1,15
1793,3.7282,15.4,0,41.6,7
1794,2.5028,14.2,0,35.2,13
1795,2.9537,13.1,0,37.7,12
1796,2.9962,13.4,0,24.8,9
1797,2.9688,13.8,0,31.1,13
1798,3.12,15.4,0,39.0,14
1799,2.3456,12.2,0,22.9,7
1800,2.7824,13.8,0,22.0,14
1801,2.9166,12.6,0,43.8,10
1802,2.9094,13.3,1,44.1,12
1803,2.7056,12.4,1,40.6,11
1804,2.803,13.2,0,36.8,11
1805,3.1074,13.4,0,34.2,8
1806,2.2777,12.6,0,29.7,11
1807,2.1888,12.2,1,26.2,10
1808,3.3124,14.6,0,51.7,16
1809,2.8151,14.2,1,36.3,12
1810,2.2143,14.4,1,34.4,12
1811,2.9919,13.9,1,55.2,15
1812,2.517,13.1,0,32.2,14
1813,2.9063,13.5,0,34.9,9
1814,2.7534,12.9,0,42.1,9
1815,2.5427,12.5,1,44.6,12
1816,2.6088,12.8,0,32.7,13
1817,2.3935,14.1,0,31.7,12
1818,2.375,14.1,0,23.9,17
1819,3.4518,16.3,0,40.2,14
1820,2.8786,14.5,0,46.5,14
1821,1.6964,11.5,0,24.6,6
1822,2.5021,15.0,1,24.1,17
1823,3.2852,16.0,0,39.1,15
1824,3.1536,14.9,0,34.7,14
1825,2.9063,13.1,0,34.1,13
1826,2.1748,12.3,0,37.9,14
1827,2.7518,12.7,0,31.6,14
1828,2.9915,15.9,0,26.2,14
1829,2.2747,11.9,0,36.0,10
1830,2.9475,13.1,0,38.3,15
1831,2.4229,12.9,0,33.7,12
1832,2.9764,15.8,1,30.2,20
1833,2.5541,12.8,0,33.7,16
1834,2.9564,14.6,0,47.7,9
1835,2.3875,14.4,0,25.3,14
1836,2.3949,13.0,0,30.4,16
1837,2.467,12.7,1,32.3,14
1838,2.6587,13.3,0,43.9,15
1839,2.8869,16.7,0,31.0,10
1840,3.1543,12.4,0,40.4,12
1841,2.7609,12.5,0,46.8,14
1842,2.5637,12.1,0,30.2,13
1843,2.8716,13.0,0,35.2,11
1844,1.9105,10.4,1,32.7,14
1845,2.5851,13.6,0,23.8,13
1846,3.3249,15.1,1,45.4,12
1847,2.8852,14.0,0,24.7,11
1848,2.6396,17.1,0,39.8,15
1849,2.9968,14.4,0,32.7,14
1850,2.8678,14.9,0,42.6,13
1851,2.9583,12.8,0,23.7,12
1852,2.3575,12.2,1,34.0,11
1853,3.0489,14.8,0,38.9,14
1854,3.5111,15.8,0,41.2,13
1855,2.5735,13.1,0,50.0,13
1856,3.3299,13.4,1,49.8,13
1857,2.3719,14.2,0,39.4,14
1858,2.9753,11.8,0,37.9,6
1859,3.0735,12.1,1,33.7,15
1860,2.6762,12.8,0,37.4,14
1861,2.843,13.6,0,39.5,12
1862,3.545,14.5,0,38.1,17
1863,2.7733,12.6,0,43.1,11
1864,3.5681,14.6,1,42.3,11
1865,2.2458,12.1,0,22.0,11
1866,2.0996,11.4,1,29.9,10
1867,3.419,16.4,0,36.8,15
1868,2.5562,16.1,1,30.8,16
1869,2.5864,12.6,0,57.8,12
1870,2.825,15.1,0,30.8,12
1871,2.9188,13.7,1,35.7,9
1872,2.8556,13.8,1,47.7,12
1873,2.9119,14.4,0,39.7,16
1874,2.5106,14.4,0,40.7,9
1875,2.9904,14.9,1,42.9,13
1876,3.0734,12.6,0,39.9,7
1877,2.2313,12.0,1,43.9,10
1878,2.1461,11.6,0,42.4,12
1879,3.8152,14.6,0,42.7,12
1880,3.2486,13.3,1,39.4,13
1881,2.6878,13.5,0,29.6,16
1882,3.101,15.4,1,40.7,9
1883,3.1271,14.9,0,43.8,17
1884,3.1114,14.0,0,28.8,12
1885,2.7979,14.2,0,30.6,12
1886,2.8595,12.4,1,40.9,10
1887,2.9307,16.1,0,29.4,13
1888,2.7542,14.7,0,35.7,14
1889,2.9416,14.4,0,37.7,12
1890,2.4549,13.8,0,31.0,9
1891,3.4225,13.2,1,39.4,10
1892,2.7442,13.5,0,46.9,9
1893,3.0456,13.4,0,46.3,10
1894,2.4024,11.4,0,22.0,14
1895,3.2065,14.2,1,40.0,12
1896,2.7035,13.9,0,32.1,13
1897,2.6514,13.0,0,43.2,11
1898,2.6192,13.4,0,46.6,14
1899,2.9904,14.3,1,30.8,13
1900,2.8659,14.2,0,32.3,13
1901,3.4764,15.5,1,30.9,13
1902,3.1848,14.6,0,38.4,13
1903,2.8745,14.8,0,40.6,11
1904,2.6998,12.4,0,42.9,11
1905,2.8978,16.0,0,31.1,10
1906,2.7486,14.0,0,29.3,11
1907,2.891,15.1,0,35.1,15
1908,2.4597,10.3,0,28.6,8
1909,2.3467,11.8,1,36.1,10
1910,2.8565,15.4,0,30.9,12
1911,2.6232,13.0,0,30.1,13
1912,2.6045,15.2,1,45.5,15
1913,2.3472,10.5,0,39.7,9
1914,3.1779,16.5,0,28.4,13
1915,3.2696,14.9,0,26.7,14
1916,2.6806,13.1,0,24.4,14
1917,2.3366,12.9,1,28.4,13
1918,2.8184,13.4,1,39.4,11
1919,2.3349,13.4,0,34.2,14
1920,2.5317,12.2,1,29.5,15
1921,3.254,13.4,0,36.5,11
1922,3.0605,14.6,0,49.3,11
1923,2.5459,10.2,1,41.5,15
1924,2.9635,12.0,0,34.2,9
1925,3.0104,15.4,1,36.1,14
1926,3.1264,13.5,0,47.5,15
1927,2.8558,12.1,0,45.7,12
1928,2.5067,15.5,0,24.4,13
1929,2.5474,13.0,1,30.6,12
1930,2.5088,12.5,1,42.7,9
1931,3.2886,16.1,0,47.0,13
1932,2.9024,14.4,0,40.4,13
1933,3.274,15.8,1,40.7,12
1934,2.8505,15.4,0,41.0,9
1935,2.3674,14.7,0,30.7,10
1936,3.3082,14.9,0,44.6,15
1937,3.1603,15.1,0,41.7,17
1938,2.6046,12.9,1,25.0,15
1939,3.126,14.0,0,32.2,11
1940,2.9699,14.0,0,45.0,16
1941,3.1456,12.1,0,42.9,13
1942,2.2073,11.9,0,49.5,12
1943,2.6688,15.1,0,29.2,12
1944,2.7612,14.8,0,39.8,17
1945,2.6007,12.8,0,32.7,11
1946,2.8856,12.6,0,33.6,13
1947,2.7138,11.8,0,22.0,11
1948,2.5528,14.0,0,22.0,11
1949,2.9433,13.0,0,39.8,8
1950,2.4125,13.8,0,25.6,12
1951,2.4053,11.7,0,35.6,12
1952,2.671,13.1,0,38.0,13
1953,2.506,12.1,1,45.5,12
1954,2.6102,12.0,0,37.0,11
1955,2.4735,13.9,0,28.4,12
1956,3.055,13.9,0,45.7,18
1957,3.2514,14.0,1,38.2,14
1958,2.7844,12.8,0,37.8,10
1959,3.3737,14.3,0,40.5,9
1960,2.433,12.3,0,39.9,14
1961,2.8949,15.3,0,44.9,16
1962,2.3873,12.6,0,36.0,12
1963,2.6766,12.5,0,57.1,10
1964,3.5071,14.8,1,42.0,12
1965,2.9044,15.6,0,38.9,13
1966,2.5841,12.7,0,32.1,11
1967,2.6035,12.9,0,30.4,17
1968,2.0924,13.3,0,35.6,15
1969,2.4214,12.6,1,29.4,8
1970,2.9287,14.1,0,30.9,14
1971,3.0581,11.7,1,31.4,19
1972,3.2041,14.1,0,37.5,12
1973,3.365,16.4,0,35.9,14
1974,3.0277,12.9,0,36.7,11
1975,2.4014,13.3,0,30.4,13
1976,2.4508,10.1,1,24.1,11
1977,2.873,15.1,0,47.1,12
1978,2.5833,11.8,0,35.4,13
1979,3.158,13.7,0,35.0,11
1980,2.6698,14.3,0,28.9,9
1981,2.2946,9.9,1,37.7,11
1982,2.0867,14.1,0,30.0,15
1983,3.1373,13.2,0,39.0,14
1984,3.235,14.5,0,35.0,15
1985,3.0148,13.9,0,39.9,13
1986,2.9173,14.2,0,35.9,10
1987,2.2091,14.1,0,22.0,13
1988,2.5267,11.6,0,33.7,11
1989,2.0251,11.4,0,31.0,12
1990,2.7888,14.5,0,42.0,16
1991,3.1826,14.9,0,34.6,9
1992,3.0519,13.3,0,22.0,11
1993,2.499,14.3,0,33.5,13
1994,3.2315,15.2,1,53.4,10
1995,2.857,15.0,0,40.6,17
1996,2.9764,14.9,0,29.4,13
1997,2.8089,13.6,0,23.1,13
1998,3.2373,14.2,0,32.3,7
1999,2.345,14.1,1,25.6,14
2000,3.3802,12.0,0,45.6,15
2001,2.559,15.7,0,26.8,14
2002,3.0182,12.8,0,46.0,13
2003,2.7311,11.1,1,48.4,15
2004,3.1468,14.3,0,43.6,14
2005,3.338,15.4,0,34.5,18
2006,2.8149,12.8,0,43.0,16
2007,3.2372,14.8,0,50.2,13
2008,2.3729,13.0,0,27.4,13
2009,2.6804,12.6,0,29.1,12
2010,3.2683,15.1,1,38.5,15
2011,2.6759,13.9,0,46.9,12
2012,3.0183,12.6,0,37.0,12
2013,3.4422,13.6,0,45.8,11
2014,2.51,14.3,0,34.8,18
2015,2.5585,11.9,1,38.0,11
2016,2.2206,14.8,0,27.1,13
2017,3.3562,13.5,0,38.4,11
2018,2.3308,11.2,1,32.1,8
2019,2.6132,12.4,0,32.2,9
2020,3.4411,15.3,1,48.7,14
2021,2.9818,14.3,0,22.0,12
2022,2.7872,13.1,0,35.2,7
2023,2.0677,13.6,0,30.9,14
2024,3.3641,15.8,0,35.3,10
2025,2.6123,13.0,1,24.5,12
2026,2.7793,13.3,1,35.9,17
2027,3.1215,11.9,0,36.8,7
2028,2.617,13.2,1,29.2,10
2029,2.7377,12.9,0,29.6,13
2030,2.8082,13.1,0,38.6,12
2031,2.8724,12.8,0,33.0,11
2032,2.9796,12.0,1,40.3,17
2033,2.9144,13.2,0,48.1,11
2034,2.1467,11.5,0,42.7,13
2035,3.0736,14.9,0,35.6,15
2036,3.7806,14.1,0,39.0,13
2037,3.3501,15.9,0,32.4,16
2038,3.2634,14.3,0,35.7,11
2039,3.9264,15.5,0,46.9,13
2040,3.1346,16.4,0,31.9,15
2041,2.6895,12.2,0,46.4,15
2042,2.6299,11.8,0,44.0,7
2043,2.2745,12.8,0,38.8,13
2044,3.3685,16.6,0,38.7,18
2045,2.801,13.5,0,35.5,15
2046,3.3544,13.9,0,40.2,9
2047,2.9346,14.0,0,28.0,15
2048,3.1439,15.4,0,52.3,13
2049,2.329,12.4,1,39.9,14
2050,2.7735,13.4,0,26.2,11
2051,3.0733,15.7,0,37.9,14
2052,3.4625,15.3,1,44.1,10
2053,2.3882,15.0,0,31.7,16
2054,2.6185,11.8,1,38.4,10
2055,2.0418,12.1,1,33.9,13
2056,2.745,12.8,0,46.1,12
2057,2.5107,11.8,0,44.9,13
2058,3.0045,11.2,0,47.6,15
2059,3.2404,12.1,1,39.9,17
2060,3.4487,16.2,0,28.3,14
2061,1.8749,11.4,0,29.5,11
2062,2.7021,13.8,0,42.5,16
2063,3.0057,14.4,0,51.7,12
2064,2.401,12.8,1,22.0,11
2065,2.8147,14.6,0,33.6,11
2066,2.6599,15.3,0,36.8,13
2067,3.1665,13.2,0,42.7,14
2068,2.4887,15.0,0,31.7,11
2069,2.8094,13.2,0,40.6,13
2070,2.5061,11.8,1,22.0,12
2071,2.1843,14.0,0,24.4,11
2072,2.5564,12.6,1,26.1,15
2073,2.8515,13.8,0,35.0,11
2074,2.6181,14.2,1,28.2,15
2075,2.6793,14.6,0,32.8,12
2076,2.7586,13.0,0,43.7,12
2077,2.6996,13.3,0,39.0,12
2078,2.7025,14.0,0,42.3,14
2079,3.456,15.5,0,48.1,16
2080,2.4971,13.2,0,39.2,14
2081,2.8126,14.3,0,29.1,15
2082,2.6437,14.2,0,37.5,16
2083,2.8297,12.5,0,22.0,16
2084,3.4054,14.3,1,29.9,12
2085,2.6053,13.2,0,28.7,14
2086,2.9921,12.8,0,33.0,14
2087,2.9616,14.3,0,22.5,9
2088,1.9787,11.9,0,30.0,14
2089,2.3806,13.8,1,27.5,15
2090,2.3017,13.6,0,42.4,11
2091,3.1604,15.2,1,33.0,10
2092,2.5101,13.9,1,33.1,13
2093,2.1118,13.8,0,22.0,11
2094,2.216,11.6,0,32.8,9
2095,2.5694,12.2,0,34.4,12
2096,2.6792,12.1,0,49.4,11
2097,3.0395,14.1,0,43.2,12
2098,2.5619,11.4,1,41.1,12
2099,2.8079,12.9,0,34.1,6
2100,2.2664,11.8,1,26.2,12
2101,1.8112,11.3,0,36.0,12
2102,3.0102,13.4,0,47.6,15
2103,3.0482,13.1,1,56.3,17
2104,2.8206,14.5,0,29.2,16
2105,2.5519,13.3,0,32.5,13
2106,2.1711,11.6,1,34.1,12
2107,2.5173,15.4,1,37.9,12
2108,2.8208,13.9,1,40.8,13
2109,2.4674,12.8,1,36.1,11
2110,2.8168,13.8,0,43.8,10
2111,2.7744,12.5,1,31.1,11
2112,2.3794,13.7,0,38.3,13
2113,2.9126,12.8,1,31.1,15
2114,2.0363,11.7,1,37.9,13
2115,2.797,14.0,0,40.3,10
2116,2.9006,11.7,1,46.5,10
2117,2.2887,13.5,0,29.2,13
2118,3.2266,11.7,0,41.3,10
2119,2.4192,12.6,0,35.4,11
2120,2.6137,13.4,0,47.1,11
2121,2.4957,13.1,0,33.0,12
2122,2.1894,12.1,1,24.2,10
2123,3.1472,13.7,0,46.8,13
2124,2.5435,14.4,0,31.1,13
2125,3.5814,15.4,1,39.3,14
2126,2.7263,13.1,0,42.7,17
2127,3.0953,12.5,1,22.0,9
2128,2.5785,12.9,0,41.5,9
2129,2.2377,13.1,0,33.9,14
2130,3.1467,15.6,1,28.9,18
2131,2.7769,14.7,0,33.1,13
2132,3.543,16.7,0,27.8,15
2133,3.171,13.8,0,38.5,12
2134,3.0717,13.5,1,50.8,13
2135,2.8613,11.7,1,39.4,11
2136,2.9253,11.5,1,38.3,8
2137,2.8338,13.3,1,30.5,13
2138,3.1953,13.3,1,47.4,12
2139,2.6296,11.9,0,34.1,12
2140,2.2334,12.6,0,22.0,13
2141,2.263,12.1,0,26.2,12
2142,2.6494,12.9,0,29.0,15
2143,2.7093,12.4,0,35.2,11
2144,2.6442,14.1,0,32.3,14
2145,2.8748,12.1,0,44.3,15
2146,2.719,13.6,0,31.4,12
2147,2.8393,12.6,0,33.1,13
2148,2.636,14.2,0,44.1,9
2149,3.356,13.4,0,31.1,11
2150,2.886,12.7,0,26.7,12
2151,2.2993,12.4,0,38.0,17
2152,3.1805,13.2,0,39.0,11
2153,2.9441,13.6,1,41.6,12
