idcode,age,married,never_1,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,ln_wage,hours,ttl_exp,tenure,collgrad_ttl_exp,race,un_union
2537,36,1,0,12,0,1,SMSA,1,Finance/Ins/Real Estate,Sales,,4.827484,1.574325421,40,16.75641,2.416667,0,1,
2538,37,1,0,18,1,0,SMSA,0,Professional Services,Other,0,8.365539,2.124120768,60,14.51923,2.916667,14.51923,1,1
2541,42,0,0,18,1,0,SMSA,0,Professional Services,Sales,0,15.48309,2.739748461,45,13.5,4.5,13.5,1,1
2544,36,1,0,15,0,1,SMSA,1,Manufacturing,Sales,,4.827484,1.574325421,40,15.30769,5.833333,0,1,
2545,35,1,0,13,0,0,SMSA,0,Manufacturing,Managers/admin,,32.15846,3.470675558,50,11,2.083333,0,1,
2546,38,1,0,16,1,1,nonSMSA,0,Ag/Forestry/Fisheries,Farmers,0,8.05153,2.085862135,40,18.89744,13.5,18.89744,1,1
2548,35,1,0,16,1,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,0,17.41545,2.857357743,40,15.00641,7.25,15.00641,1,1
2552,38,1,0,17,1,1,SMSA,1,Public Administration,Sales,1,10.45088,2.346686185,40,16.36539,8.333333,16.36539,0,0
2554,39,1,0,16,1,0,SMSA,0,Manufacturing,Professional/technical,,40.19808,3.693819233,40,15.21154,10.08333,15.21154,0,
2555,40,0,0,16,1,0,SMSA,1,Professional Services,Sales,0,10.06441,2.309005438,35,15.64744,13.58333,15.64744,0,1
2556,37,1,0,12,0,1,SMSA,0,Professional Services,Sales,0,4.259257,1.449094732,40,11.75,4.75,0,0,1
2557,40,1,0,12,0,1,SMSA,0,Professional Services,Sales,0,5.579708,1.719136445,40,5.826923,3.833333,0,1,1
2559,41,1,0,13,0,1,SMSA,1,Transport/Comm/Utility,Sales,1,9.645729,2.266515227,40,17.73718,17.66667,0,0,0
2560,39,1,0,12,0,1,SMSA,1,Public Administration,Sales,1,5.805152,1.758745799,40,16.17308,1.666667,0,0,0
2564,45,0,1,18,1,1,SMSA,0,Wholesale/Retail Trade,Professional/technical,,12.54181,2.529067863,36,18.89102,0.4166667,18.89102,1,
2569,43,0,0,16,1,1,SMSA,1,Public Administration,Professional/technical,1,8.075683,2.088857448,35,7.339744,3.416667,7.339744,0,0
2571,40,0,0,18,1,1,SMSA,1,Professional Services,Professional/technical,0,24.00161,3.178120911,40,10.82692,4.916667,10.82692,1,1
2575,40,0,0,7,0,1,SMSA,1,Construction,Operatives,1,6.078904,1.804824417,40,3.333333,3.333333,0,0,0
2579,37,0,1,18,1,1,SMSA,1,Public Administration,Professional/technical,0,19.74234,2.982765568,40,13.17308,8.583333,13.17308,0,1
2580,45,1,0,11,0,1,SMSA,0,Wholesale/Retail Trade,Sales,0,5.748792,1.748989746,35,4.5,0.3333333,0,1,1
2582,40,1,0,12,0,1,SMSA,0,Wholesale/Retail Trade,Sales,0,4.830918,1.575036512,40,7.865385,1.5,0,1,1
2583,40,0,0,12,0,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,,2.875546,1.056242569,,7.903846,0.6666667,0,1,
2586,40,0,0,17,1,1,SMSA,1,Public Administration,Professional/technical,0,13.26892,2.585424458,35,18.15385,3.416667,18.15385,0,1
2590,45,0,0,10,0,1,SMSA,1,Manufacturing,Operatives,0,3.301126,1.194263622,40,4.211538,1.916667,0,1,1
2593,41,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Sales,0,4.025765,1.392714955,40,19.75,0.4166667,0,1,1
2594,42,1,0,10,0,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,5.233495,1.655079315,20,12.17308,1.5,0,1,1
2596,42,1,0,12,0,1,SMSA,1,Professional Services,Sales,1,6.400963,1.856448448,40,20.40385,20.33333,0,0,0
2597,37,1,0,12,0,1,SMSA,1,Professional Services,Sales,0,6.441224,1.862718584,32,14.88462,7.166667,0,0,1
2598,35,0,0,14,0,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,0,7.552333,2.021856522,40,14.32692,7.75,0,0,1
2605,44,0,0,14,0,1,nonSMSA,0,Personal Services,Sales,,4.180602,1.430455255,40,11.78205,0.25,0,1,
2606,43,1,0,12,0,0,SMSA,1,Professional Services,Sales,1,3.961351,1.376585129,25,9.897435,,0,1,0
2607,44,1,0,12,0,1,nonSMSA,0,Public Administration,Professional/technical,0,6.964568,1.940835581,40,15.8141,3.333333,0,1,1
2608,43,1,0,16,1,1,SMSA,0,Professional Services,Professional/technical,0,10.4515,2.346745509,20,18.05769,13.16667,18.05769,1,1
2610,45,1,0,13,0,1,SMSA,0,Professional Services,Other,0,5.917873,1.777977094,20,6.698718,0,0,1,1
2611,39,0,0,18,1,1,SMSA,1,Professional Services,Other,1,11.15137,2.41156236,50,16.94231,16.91667,16.94231,0,0
2612,35,1,0,18,1,1,SMSA,1,Professional Services,Professional/technical,,30.33817,3.412406656,53,10.61539,1.5,10.61539,0,
2613,39,1,0,15,1,1,SMSA,0,Professional Services,Sales,,40.74659,3.707372155,38,10.69231,1.5,10.69231,0,
2615,35,0,1,14,0,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,,14.51443,2.675143327,40,15.01282,10,0,0,
2617,44,1,0,16,1,1,SMSA,0,Professional Services,Professional/technical,1,2.520128,0.924309694,40,7.666667,3.25,7.666667,0,0
2619,41,0,0,10,0,0,SMSA,1,Wholesale/Retail Trade,Sales,0,2.681159,0.986249164,12,8.615385,2.916667,0,1,1
2623,41,0,0,9,0,1,SMSA,1,Personal Services,Operatives,1,3.301126,1.194263622,40,11.53846,3.25,0,0,0
2624,36,0,1,8,0,1,SMSA,1,Personal Services,Operatives,1,3.808373,1.337202064,40,7.50641,6.166667,0,0,0
2625,44,1,0,12,0,1,SMSA,0,Professional Services,Sales,0,4.025765,1.392714955,20,11.44872,2.416667,0,1,1
2627,44,0,0,12,0,1,SMSA,1,Professional Services,Sales,0,6.191625,1.823197572,40,7.230769,2.416667,0,1,1
2628,39,1,0,13,0,1,SMSA,0,Public Administration,Sales,0,7.745568,2.047120809,40,15.80769,9.25,0,1,1
2636,43,1,0,12,0,1,SMSA,0,Wholesale/Retail Trade,Professional/technical,0,8.05153,2.085862135,50,14.53846,13.5,0,0,1
2640,41,0,0,13,1,1,SMSA,0,Professional Services,Managers/admin,0,9.355874,2.236004381,48,15.15385,6,15.15385,0,1
2642,37,1,0,14,0,1,SMSA,0,Public Administration,Professional/technical,0,12.77777,2.547706942,40,12.39744,11.33333,0,0,1
2644,38,0,1,16,1,1,SMSA,1,Public Administration,Professional/technical,0,8.904991,2.186611906,40,16,16,16,0,1
2647,40,0,0,11,0,1,SMSA,1,Professional Services,Laborers,1,5.982284,1.788802435,60,12.25,12.25,0,0,0
2654,35,0,1,12,0,1,SMSA,0,Manufacturing,Operatives,1,10.59581,2.36045864,38,13.11539,2.666667,0,0,0
2655,36,0,1,12,0,1,SMSA,0,Construction,Service,,8.570235,2.148295153,24,4.942307,0.3333333,0,0,
2658,36,0,0,12,0,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,3.001791,1.099209111,6,0.9166667,0.9166667,0,0,
2659,35,0,0,14,0,1,SMSA,1,Transport/Comm/Utility,Operatives,1,11.6103,2.451892635,40,9.923077,9.916667,0,0,0
2661,35,1,0,12,0,0,SMSA,0,Manufacturing,Sales,1,11.98068,2.483295352,40,5.288462,2,0,0,0
2662,37,0,0,11,0,1,SMSA,1,Manufacturing,Operatives,0,5.354265,1.67789344,40,14.86539,14.83333,0,0,1
2663,42,1,0,12,0,1,SMSA,0,Personal Services,Sales,0,4.025765,1.392714955,4,8.038462,1.416667,0,1,1
2664,38,0,1,18,1,0,SMSA,1,Professional Services,Professional/technical,0,15.48309,2.739748461,45,13.75,6.416667,13.75,1,1
2666,37,1,0,18,1,1,nonSMSA,0,Professional Services,Professional/technical,1,6.449271,1.863967101,60,6.711538,3,6.711538,1,0
2669,40,0,0,17,1,1,SMSA,0,Professional Services,Managers/admin,0,16.77133,2.819670881,60,18.38462,7.833333,18.38462,1,1
2670,36,1,0,16,1,0,nonSMSA,0,Professional Services,Professional/technical,1,10.06441,2.309005438,16,13.32692,2.666667,13.32692,1,0
2671,39,0,0,18,1,1,SMSA,0,Transport/Comm/Utility,Professional/technical,1,12.11755,2.494654815,46,16.19231,9.666667,16.19231,0,0
2674,37,0,1,14,1,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,6.884055,1.929207868,45,17.78846,11.83333,17.78846,1,1
2675,44,0,1,16,1,1,SMSA,0,Public Administration,Professional/technical,0,16.25603,2.788463917,40,18.13461,8.166667,18.13461,1,1
2677,35,0,1,12,0,1,SMSA,1,Business/Repair Svc,Laborers,,2.787067,1.024989788,15,7.141026,0.4166667,0,0,
2678,41,1,0,9,0,1,SMSA,0,Transport/Comm/Utility,Operatives,0,4.428341,1.488025022,30,4.673077,3.166667,0,1,1
2679,44,1,0,12,0,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,0,10.18518,2.320933723,38,16.61539,14.58333,0,1,1
2680,39,1,0,12,0,1,SMSA,0,Professional Services,Laborers,0,12.27858,2.507856281,40,16.15385,15.5,0,1,1
2681,36,0,1,15,1,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,,4.389632,1.479245397,50,4.74359,0.75,4.74359,1,
2685,36,1,0,15,0,1,SMSA,1,Public Administration,Managers/admin,,8.575592,2.148920029,60,16.12179,7.166667,0,1,
2701,45,1,0,12,0,0,SMSA,0,Manufacturing,Sales,,4.025765,1.392714955,40,17.57692,1.416667,0,1,
2704,41,1,0,18,1,1,SMSA,0,Professional Services,Professional/technical,0,9.677936,2.269848655,40,14.73077,2.083333,14.73077,1,1
2707,35,1,0,12,0,1,SMSA,1,Public Administration,Sales,0,7.665055,2.036671688,40,14.69872,14.66667,0,1,1
2708,40,0,1,12,0,1,SMSA,1,Public Administration,Household workers,1,6.610305,1.888629795,40,16.63461,11.75,0,1,0
2709,37,1,0,13,0,1,SMSA,1,Public Administration,Professional/technical,0,13.55072,2.606439682,40,16.3782,7.5,0,1,1
2710,35,1,0,12,0,1,SMSA,1,Professional Services,Laborers,0,5.297905,1.667311459,40,11.28846,5.583333,0,1,1
2711,38,1,0,12,0,1,SMSA,1,Manufacturing,Operatives,0,6.876001,1.928037233,35,13.29487,12.25,0,1,1
2712,37,0,0,12,0,1,SMSA,1,Personal Services,Sales,0,4.025765,1.392714955,32,8.442307,0.75,0,1,1
2713,34,1,0,6,0,1,SMSA,1,Professional Services,Laborers,0,3.10789,1.133944039,25,5.788461,3.25,0,1,1
2715,41,1,0,14,0,1,SMSA,1,Finance/Ins/Real Estate,Sales,0,5.233495,1.655079315,20,16.17308,3,0,1,1
2716,39,0,1,17,1,1,SMSA,1,Public Administration,Sales,1,14.00966,2.639747092,42,18.89103,18.83333,18.89103,1,0
2717,37,1,0,12,0,1,SMSA,1,Public Administration,Sales,0,5.990337,1.790147671,40,13.48077,11,0,1,1
2719,43,1,0,12,0,1,nonSMSA,0,Professional Services,Sales,0,7.230271,1.978276518,36,18.55769,11.08333,0,1,1
2722,38,0,0,13,0,1,SMSA,1,Public Administration,Managers/admin,1,5.660224,1.733463467,40,9.23718,1.416667,0,1,0
2723,37,0,1,11,0,1,SMSA,1,Transport/Comm/Utility,Sales,0,4.347824,1.46967549,44,16.58333,10,0,1,1
2724,43,0,0,17,1,1,SMSA,1,Professional Services,Other,0,10.05636,2.30820527,40,16.86539,16.83333,16.86539,1,1
2725,40,1,0,14,0,1,SMSA,1,Public Administration,Professional/technical,0,9.42834,2.243720047,40,18.03846,4.75,0,1,1
2730,39,1,0,12,0,1,SMSA,1,Professional Services,Laborers,0,2.697261,0.992236814,15,7.788462,3.333333,0,1,1
2734,36,1,0,16,1,1,SMSA,1,Construction,Managers/admin,0,11.35266,2.429452078,45,15.41026,7.583333,15.41026,1,1
2735,34,1,0,17,1,1,SMSA,1,Business/Repair Svc,Managers/admin,0,10.63607,2.364251055,38,12.14744,6.333333,12.14744,1,1
2737,36,0,0,12,0,0,SMSA,0,Mining,Sales,,40.19808,3.693819233,40,12.11539,2.166667,0,1,
2739,41,1,0,15,0,1,SMSA,1,Professional Services,Professional/technical,1,4.838968,1.576701475,40,13.5,9.916667,0,0,0
2741,39,1,0,17,1,1,SMSA,0,Professional Services,Other,0,9.090172,2.20719383,45,14.58333,3.416667,14.58333,0,1
2742,41,1,0,11,0,1,SMSA,1,Business/Repair Svc,Laborers,,2.801002,1.02997721,18,13.65385,0.3333333,0,0,
2743,38,0,1,13,0,1,SMSA,1,Personal Services,Sales,1,3.945248,1.372511817,40,8.185898,7.666667,0,0,0
2745,41,1,0,12,0,1,SMSA,1,Finance/Ins/Real Estate,Sales,0,6.988722,1.944297707,40,18.59615,14,0,0,1
2746,36,0,1,12,0,1,SMSA,1,Public Administration,Sales,0,6.441224,1.862718584,40,15.83974,1.416667,0,0,1
2752,44,1,0,18,1,1,SMSA,1,Professional Services,Sales,0,5.90177,1.775252306,30,14.94231,6.916667,14.94231,1,1
2753,38,0,1,18,1,1,SMSA,1,Public Administration,Managers/admin,0,12.0773,2.491327658,50,18.39103,13.75,18.39103,1,1
2757,36,0,0,12,0,1,SMSA,1,Professional Services,Professional/technical,1,4.339774,1.467822273,38,14.65385,3.666667,0,0,0
2760,34,1,0,12,0,1,SMSA,0,Construction,Laborers,0,8.05153,2.085862135,2,9.391025,1.333333,0,1,1
2761,36,0,1,17,1,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,0,9.999998,2.302584893,48,15.65385,2.083333,15.65385,1,1
2762,36,0,0,14,0,1,SMSA,1,Professional Services,Professional/technical,0,7.262477,1.982720955,32,14.36539,1.583333,0,1,1
2764,43,1,0,12,0,1,SMSA,1,Public Administration,Sales,0,7.584539,2.026111833,24,12.51923,7.5,0,1,1
2769,34,0,0,12,0,1,SMSA,1,Transport/Comm/Utility,Laborers,0,5.370369,1.680896621,45,3.365385,0.8333333,0,0,1
2771,39,0,0,12,0,1,SMSA,1,Manufacturing,Sales,0,6.119162,1.811425159,40,13.89103,10.25,0,1,1
2772,37,0,0,11,0,1,SMSA,1,Personal Services,Craftsmen,0,4.830918,1.575036512,40,10.66026,1.25,0,1,1
2777,37,0,0,12,0,1,SMSA,1,Wholesale/Retail Trade,Operatives,0,4.307567,1.460373244,40,15.5641,1.666667,0,0,1
2780,44,0,0,12,0,1,SMSA,1,Manufacturing,Operatives,0,3.301126,1.194263622,40,13.67949,3.75,0,0,1
2782,39,1,0,16,1,1,SMSA,1,Professional Services,Sales,,2.4793,0.907976262,15,6.115385,1.083333,6.115385,0,
2786,35,1,0,12,0,1,SMSA,1,Manufacturing,Operatives,0,7.270531,1.983829329,40,12.07051,11.66667,0,0,1
2787,39,1,0,17,1,0,SMSA,0,Manufacturing,Professional/technical,0,15.20128,2.721379635,55,17.26923,4.083333,17.26923,1,1
2790,40,1,0,12,0,1,SMSA,0,Transport/Comm/Utility,Sales,1,9.420287,2.242865555,35,18.69231,8.416667,0,1,0
2792,43,1,0,16,1,1,SMSA,0,Construction,Sales,0,30.19324,3.407618058,10,14.96154,1.333333,14.96154,1,1
2794,36,1,0,16,1,1,SMSA,0,Public Administration,Sales,0,10.19323,2.321723774,40,14.12821,11.58333,14.12821,1,1
2796,44,0,0,12,0,1,nonSMSA,0,Manufacturing,Sales,0,6.400963,1.856448448,40,19.03846,4.916667,0,1,1
2801,37,0,1,17,1,0,SMSA,0,Professional Services,Other,0,6.924314,1.935038986,40,14.51282,7.833333,14.51282,1,1
2806,35,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,0,4.830918,1.575036512,40,9.121796,3.333333,0,1,1
2815,36,0,0,17,1,1,SMSA,0,Professional Services,Other,1,10.21739,2.324091171,50,11.94231,8.833333,11.94231,0,0
2816,39,1,0,12,0,0,SMSA,0,Public Administration,Sales,0,8.856684,2.181172428,40,21.33333,21.33333,0,0,1
2818,41,0,0,15,0,0,SMSA,1,Professional Services,Sales,1,5.458936,1.697253899,39,10.42308,3.666667,0,0,0
2820,35,0,0,12,0,0,SMSA,0,Construction,Managers/admin,0,11.75523,2.464298248,40,16.48077,14,0,0,1
2823,39,1,0,18,1,1,SMSA,1,Professional Services,Other,1,9.597424,2.261494729,50,16.32692,8.916667,16.32692,1,0
2825,40,0,0,14,0,1,SMSA,0,Public Administration,Sales,0,8.148145,2.097790294,38,15.12821,11.08333,0,0,1
2826,35,1,0,12,0,1,SMSA,0,Manufacturing,Operatives,0,1.867955,0.62484425,40,0.6923077,0.6666667,0,0,1
2830,38,0,1,12,0,1,SMSA,0,Wholesale/Retail Trade,Laborers,,3.762542,1.325094793,35,14.13461,0.3333333,0,0,
2831,37,0,0,8,0,1,SMSA,0,Business/Repair Svc,Laborers,0,2.697261,0.992236814,40,3.25641,1.833333,0,0,1
2834,37,0,0,12,0,1,SMSA,0,Entertainment/Rec Svc,Laborers,0,2.697261,0.992236814,35,2.346154,0,0,0,1
2835,40,1,0,12,0,1,SMSA,0,Professional Services,Professional/technical,0,7.552333,2.021856522,40,17.78846,3.416667,0,0,1
2845,36,0,0,14,0,1,SMSA,1,Public Administration,Professional/technical,0,7.745568,2.047120809,38,11.63461,3.916667,0,0,1
2846,37,0,1,9,0,1,SMSA,0,Professional Services,Operatives,0,4.935585,1.596471207,40,9.673077,7.583333,0,0,1
2848,41,0,0,16,1,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,0,14.25925,2.657405819,38,17.69231,17.41667,17.69231,0,1
2849,43,1,0,12,0,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,2.787067,1.024989788,45,16.75,1.083333,0,1,
2853,45,1,0,9,0,1,SMSA,1,Personal Services,Transport,0,4.227053,1.44150506,20,11.61539,1.25,0,0,1
2857,41,0,0,12,0,1,SMSA,1,Wholesale/Retail Trade,Laborers,0,3.582928,1.276180343,40,17.98077,2.416667,0,0,1
2858,41,0,0,11,0,1,SMSA,0,Public Administration,Craftsmen,0,6.36876,1.851404788,40,11.28846,2.916667,0,0,1
2864,45,1,0,18,1,1,SMSA,1,Professional Services,Other,1,11.61835,2.452585745,40,17.98077,15.75,17.98077,0,0
2865,38,0,1,12,0,1,SMSA,1,Professional Services,Sales,0,2.157809,0.769093355,25,7.75,1.666667,0,0,1
2868,34,0,0,14,0,1,nonSMSA,0,Professional Services,Sales,0,6.932361,1.936200448,40,14.90385,10.5,0,1,1
2869,35,0,0,16,1,1,SMSA,1,Transport/Comm/Utility,Managers/admin,0,15.09662,2.714470878,40,7.666667,7.666667,7.666667,1,1
2870,37,1,0,10,0,1,SMSA,1,Manufacturing,Operatives,1,3.945248,1.372511817,40,17.01282,3.5,0,0,0
2872,35,0,0,18,1,0,SMSA,1,Manufacturing,Clerical/unskilled,0,12.04509,2.488657108,45,12.91667,3.833333,12.91667,0,1
2874,35,0,1,6,0,1,SMSA,1,Wholesale/Retail Trade,Laborers,0,3.10789,1.133944039,35,5.423077,3.5,0,0,1
2875,34,0,1,7,0,1,SMSA,0,Personal Services,Laborers,0,5.636071,1.729187192,40,6.717948,0,0,0,1
2876,44,1,0,8,0,1,SMSA,1,Wholesale/Retail Trade,Operatives,0,3.526568,1.26032516,52,10.89103,3.416667,0,0,1
2877,43,1,0,9,0,1,SMSA,1,Manufacturing,Operatives,1,3.929144,1.36842159,40,16.65385,3.5,0,0,0
2878,45,0,0,11,0,0,SMSA,0,Manufacturing,Operatives,0,6.32045,1.843790408,40,15.09615,3.833333,0,0,1
2880,40,1,0,8,0,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2.926421,1.073780175,40,8.564103,2.083333,0,1,
2883,35,1,0,11,0,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,0,4.830918,1.575036512,40,6.596154,3.5,0,0,1
2886,38,1,0,17,1,1,SMSA,1,Public Administration,Sales,1,10.97423,2.395549797,40,13.36538,9.833333,13.36538,0,0
2892,35,1,0,12,0,1,SMSA,1,Public Administration,Laborers,0,4.798711,1.56834734,40,12.58333,12.58333,0,0,1
2893,36,1,0,18,1,1,SMSA,1,Professional Services,Other,0,8.904991,2.186611906,40,13.6859,11.58333,13.6859,0,1
2894,34,0,0,12,0,1,SMSA,1,Manufacturing,Operatives,1,5.032206,1.615858457,40,7.634615,3.666667,0,0,0
2895,42,0,1,12,0,0,SMSA,1,Public Administration,Sales,1,9.388082,2.239441013,38,6.666667,3.166667,0,0,0
2896,35,1,0,12,0,1,SMSA,1,Manufacturing,Craftsmen,0,11.52979,2.444934121,45,16.16667,16.16667,0,0,1
2899,37,1,0,17,1,1,SMSA,0,Public Administration,Professional/technical,0,14.10627,2.646619379,45,13.84615,13.5,13.84615,1,1
2900,42,0,0,12,0,1,SMSA,0,Public Administration,Sales,,7.709994,2.042517409,40,14.71795,13.25,0,1,
2901,40,0,0,13,0,0,nonSMSA,0,Professional Services,Sales,1,4.830918,1.575036512,20,10.92308,9.083333,0,1,0
2904,42,1,0,16,1,1,nonSMSA,0,Professional Services,Sales,0,5.434783,1.692819593,35,14.94231,2.083333,14.94231,1,1
2905,37,1,0,17,1,0,SMSA,1,Business/Repair Svc,Professional/technical,0,17.20612,2.845265134,45,13.90385,8.916667,13.90385,1,1
2908,36,0,0,12,0,1,SMSA,0,Wholesale/Retail Trade,Laborers,0,5.748792,1.748989746,35,16.86539,0.1666667,0,1,1
2910,39,0,0,14,0,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,8.361203,2.123602316,40,14.35256,1.666667,0,1,
2911,40,1,0,15,0,0,SMSA,0,Public Administration,Professional/technical,,9.567145,2.258334833,40,14.67949,3.083333,0,1,
2912,37,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Sales,0,8.856684,2.181172428,25,13.78846,10.41667,0,1,1
2913,36,0,0,13,0,1,SMSA,0,Entertainment/Rec Svc,Sales,0,12.04509,2.488657108,45,13.92308,13.75,0,1,1
2914,41,1,0,12,0,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,0,11.0628,2.403588129,35,17.19231,1.583333,0,1,1
2915,42,1,0,18,1,1,SMSA,1,Public Administration,Professional/technical,,14.4713,2.672167378,50,15.32692,6.166667,15.32692,1,
2917,42,1,0,16,1,1,SMSA,0,Professional Services,Professional/technical,1,7.246377,1.98050162,8,9.596154,2.666667,9.596154,1,0
2918,40,1,0,14,0,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,3.938519,1.370804764,10,6.346154,0.5,0,1,
2919,44,1,0,12,0,1,SMSA,1,Business/Repair Svc,Sales,0,4.830918,1.575036512,24,7.243589,0.0833333,0,1,1
2921,40,1,0,14,0,1,SMSA,0,Professional Services,Professional/technical,0,7.745568,2.047120809,40,9.871795,1.75,0,1,1
2925,40,0,1,0,0,1,SMSA,0,Business/Repair Svc,Sales,0,2.818035,1.036039834,30,5.269231,1.333333,0,0,1
2927,39,1,0,17,1,0,SMSA,0,Professional Services,Sales,,6.272401,1.836159216,22,13.41026,7.083333,13.41026,1,
2932,38,0,0,16,1,1,SMSA,0,Public Administration,Professional/technical,0,12.38325,2.516344753,40,14.25,4.666667,14.25,1,1
2934,37,0,0,14,0,0,SMSA,0,Professional Services,Managers/admin,1,11.6103,2.451892635,40,17.94872,6.916667,0,1,0
2936,37,0,1,18,1,0,SMSA,0,Professional Services,Managers/admin,0,10.32206,2.334283353,45,17.63461,7.916667,17.63461,1,1
2939,45,1,0,12,0,1,SMSA,0,Transport/Comm/Utility,Sales,0,11.55395,2.44702737,37,14.67308,10.5,0,1,1
2940,41,1,0,12,0,1,SMSA,0,Public Administration,Sales,0,12.38325,2.516344753,40,17.11539,6.333333,0,1,1
2942,36,1,0,12,0,1,SMSA,1,Professional Services,Professional/technical,0,17.34411,2.853252967,32,11.72436,0.3333333,0,1,1
2943,39,0,0,17,1,1,nonSMSA,0,Professional Services,Professional/technical,1,8.558774,2.146956956,38,11.83333,11.83333,11.83333,1,0
2945,40,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,0,3.268919,1.184459349,40,10.96154,2.75,0,1,1
2946,44,1,0,11,0,1,SMSA,0,Personal Services,Laborers,,4.479214,1.499447585,56,5.647436,1.166667,0,1,
2949,38,1,0,12,0,1,nonSMSA,0,Manufacturing,Operatives,0,4.508855,1.506043241,40,26.03846,16,0,1,1
2951,34,1,0,12,0,1,nonSMSA,0,Manufacturing,Operatives,1,4.420288,1.486204852,35,7.73718,3.75,0,1,0
2954,44,1,0,12,0,1,nonSMSA,0,Manufacturing,Operatives,0,4.227053,1.44150506,40,13.80128,12.16667,0,1,1
2955,36,0,0,14,0,1,nonSMSA,0,Manufacturing,Operatives,0,7.149757,1.96707837,35,12.35256,11.16667,0,1,1
2957,40,1,0,11,0,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,0,2.415459,0.881889331,70,5.846154,,0,1,1
2958,41,1,0,12,0,1,nonSMSA,0,Professional Services,Laborers,0,4.025765,1.392714955,30,12.44872,1.833333,0,1,1
2960,45,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Sales,0,6.360707,1.850139535,40,21.16026,18.5,0,1,1
2967,45,1,0,13,0,1,nonSMSA,0,Manufacturing,Managers/admin,0,10.83736,2.382999424,40,18.76923,5.916667,0,1,1
2969,36,1,0,16,1,1,SMSA,0,Business/Repair Svc,Professional/technical,0,6.038648,1.798180146,20,13.92308,0.0833333,13.92308,1,1
2971,42,0,0,12,0,1,nonSMSA,0,Construction,Sales,0,4.895329,1.588281485,44,13.75,2.583333,0,1,1
2972,36,1,0,12,0,1,nonSMSA,0,Manufacturing,Managers/admin,0,5.217391,1.651997469,40,12.5,6.333333,0,1,1
2973,35,1,0,13,0,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,0,5.418679,1.689852059,40,13.67949,3.666667,0,1,1
2976,35,0,0,12,0,1,nonSMSA,0,Manufacturing,Operatives,0,3.220612,1.169571404,40,2.705128,1.25,0,1,1
2977,40,1,0,12,0,1,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,33.4984,3.511497676,48,10.88461,0.9166667,0,1,
2978,39,0,0,12,0,1,nonSMSA,0,Manufacturing,Operatives,0,5.861513,1.768407761,40,16.63461,4.666667,0,1,1
2979,38,0,0,12,0,1,nonSMSA,0,Manufacturing,Operatives,0,3.623188,1.287354301,40,17.10256,3.333333,0,1,1
2984,44,0,0,9,0,0,SMSA,1,Manufacturing,Operatives,1,8.872785,2.182988727,70,18.65385,1.416667,0,1,0
2985,44,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,0,4.951689,1.599728731,36,8.884616,7.833333,0,1,1
2988,35,1,0,18,1,1,nonSMSA,0,Professional Services,Other,1,9.29146,2.229095699,40,11.67308,3.916667,11.67308,1,0
2998,35,1,0,12,0,0,SMSA,0,Professional Services,Laborers,0,4.227053,1.44150506,8,4.826923,1.75,0,1,1
2999,37,1,0,13,0,1,SMSA,0,Construction,Sales,0,8.05153,2.085862135,40,9.576923,4.833333,0,1,1
3000,42,0,0,12,0,1,SMSA,0,Manufacturing,Professional/technical,0,5.434783,1.692819593,48,17.34615,17.33333,0,1,1
3001,41,1,0,12,0,1,SMSA,0,Wholesale/Retail Trade,Operatives,1,7.745568,2.047120809,40,17.78846,14.16667,0,1,0
3004,38,0,0,8,0,1,nonSMSA,0,Manufacturing,Operatives,0,4.830918,1.575036512,40,14.75641,8.416667,0,0,1
3008,39,1,0,9,0,1,nonSMSA,0,Manufacturing,Operatives,0,3.140096,1.144253373,40,15,10.91667,0,0,1
3015,37,1,0,12,0,0,SMSA,0,Public Administration,Sales,0,10.03221,2.305800917,40,18.75,18.75,0,0,1
