id,wage,lwage,educ,exper,exper2,female,urban
1117,23.51,3.1575,15,13.8,189.81,0,1
1118,8.94,2.1907,14,3.5,12.3,1,1
1119,18.02,2.8913,14,14.3,203.62,0,1
1120,51.44,3.9403,14,17.1,290.91,0,1
1121,26.37,3.2723,14,17.3,299.99,1,1
1122,9.16,2.2144,12,12.4,154.05,1,1
1123,9.7,2.2726,15,2.5,6.32,1,0
1124,13.5,2.6026,17,4.1,17.2,1,1
1125,19.15,2.9524,14,6.3,39.63,0,1
1126,11.31,2.4253,12,17.9,321.01,0,0
1127,13.68,2.6161,12,19.3,373.92,1,1
1128,21.86,3.0845,14,12.0,143.62,0,1
1129,23.37,3.1514,16,16.2,262.29,0,0
1130,17.91,2.8855,12,29.2,854.01,0,1
1131,9.85,2.2875,12,0.3,0.1,0,0
1132,18.1,2.896,17,9.3,86.79,1,0
1133,14.66,2.685,14,21.0,440.41,0,1
1134,17.69,2.8732,13,12.7,161.15,0,1
1135,6.59,1.8858,10,0.0,0.0,0,0
1136,52.37,3.9584,16,22.9,522.93,0,0
1137,11.89,2.4756,14,6.8,46.29,0,1
1138,12.99,2.5644,16,4.0,16.28,1,0
1139,13.93,2.6341,11,11.7,136.58,1,1
1140,12.66,2.5382,11,18.1,328.75,0,0
1141,17.55,2.8653,15,15.4,237.21,1,0
1142,19.82,2.9867,14,13.5,183.28,1,1
1143,10.19,2.3212,13,10.8,116.56,0,0
1144,6.42,1.8596,10,0.0,0.0,0,1
1145,22.62,3.119,14,11.7,137.29,0,1
1146,8.85,2.1799,10,16.2,261.52,1,0
1147,13.31,2.5885,14,15.5,241.72,0,0
1148,15.04,2.7105,13,21.5,461.48,0,0
1149,16.48,2.8022,13,17.7,312.22,1,0
1150,14.49,2.6736,16,4.2,17.87,0,0
1151,21.96,3.0892,15,19.9,394.47,1,1
1152,13.42,2.5968,14,8.7,76.4,0,0
1153,18.03,2.892,11,24.6,603.84,0,1
1154,13.15,2.5764,14,20.9,437.76,1,1
1155,10.75,2.3746,12,21.7,469.9,0,0
1156,11.07,2.404,15,7.2,52.52,1,1
1157,13.92,2.6336,12,12.5,155.09,0,1
1158,15.28,2.7268,15,1.7,2.94,1,0
1159,11.41,2.4347,10,11.4,129.78,1,1
1160,11.64,2.4543,13,11.1,122.53,1,1
1161,13.16,2.5772,14,6.9,46.94,0,0
1162,9.71,2.2734,10,4.6,21.47,0,0
1163,17.6,2.8679,11,11.9,141.66,0,0
1164,16.1,2.7789,15,22.8,520.97,1,1
1165,14.81,2.6956,14,9.7,93.59,0,0
1166,19.48,2.9694,13,21.9,481.3,0,0
1167,10.23,2.3255,9,25.4,644.26,1,1
1168,13.51,2.6033,12,11.4,129.45,1,0
1169,9.99,2.3012,14,0.0,0.0,1,1
1170,28.58,3.3526,20,7.9,61.99,0,1
1171,8.52,2.1422,9,16.6,274.98,1,0
1172,26.17,3.2647,14,10.0,100.43,0,1
1173,8.83,2.1784,14,0.0,0.0,0,0
1174,24.77,3.2098,14,25.2,632.95,0,0
1175,13.8,2.6243,12,15.1,228.98,1,1
1176,10.67,2.3672,17,30.6,935.5,1,1
1177,26.81,3.2887,14,10.5,110.37,0,1
1178,10.52,2.3528,12,21.9,478.22,0,0
1179,10.94,2.3921,13,4.3,18.07,0,1
1180,35.0,3.5553,12,19.7,387.01,0,0
1181,21.57,3.0712,15,12.1,145.31,1,0
1182,27.58,3.317,16,10.8,115.57,1,1
1183,6.72,1.9044,11,15.0,225.43,0,0
1184,13.96,2.6365,13,11.8,139.96,1,0
1185,5.52,1.7076,11,0.4,0.15,0,0
1186,14.55,2.6774,14,8.1,65.14,1,0
1187,35.12,3.5587,18,24.8,615.06,1,0
1188,17.26,2.8485,14,12.1,146.65,0,1
1189,8.73,2.1669,14,2.4,5.73,1,0
1190,11.4,2.434,13,9.5,90.55,1,1
1191,18.1,2.8957,13,13.8,190.59,0,0
1192,12.23,2.5042,14,0.0,0.0,0,1
1193,11.63,2.4532,15,18.1,327.85,0,0
1194,8.94,2.1908,11,22.0,486.18,1,1
1195,14.75,2.6914,15,4.8,22.94,1,0
1196,15.12,2.7161,14,19.8,390.21,1,0
1197,11.47,2.4394,14,11.5,131.14,1,0
1198,11.12,2.4087,15,10.4,108.02,1,0
1199,8.8,2.1746,12,10.8,116.65,0,0
1200,12.81,2.5505,15,0.0,0.0,0,1
